SOC,SOC Title,Statewide,Abilene,Amarillo,Austin-Round Rock,Beaumont-Port Arthur,Brownsville-Harlingen,College Station-Bryan,Corpus Christi,Dallas-Fort Worth-Arlington,El Paso,Houston-The Woodlands-Sugarland,Killeen-Temple,Laredo,Longview,Lubbock,McAllen-Edinburg-Mission,Midland,Odessa,San Angelo,San Antonio-New Braunfels,Sherman-Denison,Texarkana,Tyler,Victoria,waco,Wichita Falls
"    ""29-1051""",Pharmacists,129300,125485,127935,136647,130015,145548,132019,137299,122700,136958,127769,127762,149628,131494,137532,147827,143083,139379,135827,130554,137393,139699,128743,128965,144693,125049
"    ""29-1071""",Physician Assistants,113415,113791,111964,116706,109354,120166,103970,0,112091,97107,120752,116475,98571,123244,109967,122056,124017,118133,117373,95890,63708,109343,119401,115485,116054,119655
"    ""29-1081""",Podiatrists,131018,0,0,182820,0,0,0,0,104662,172600,178611,0,0,0,0,0,0,0,0,114470,0,0,0,0,0,0
"    ""29-1122""",Occupational Therapists,87138,97307,93593,84255,95750,78046,89176,95089,87553,86109,89730,92938,104709,84623,89339,95944,96624,78189,78635,75795,74420,96151,91020,102351,81451,81463
"    ""29-1123""",Physical Therapists,90626,99364,85393,83823,97167,96209,81192,90499,93896,89516,88228,86859,93485,87953,81907,95901,105401,78126,92520,87776,92171,0,92217,0,89433,86599
"    ""29-1124""",Radiation Therapists,87664,0,0,0,80269,0,0,78849,87529,0,90630,72237,0,0,0,0,0,0,0,88188,0,0,0,0,0,0
"    ""29-1125""",Recreational Therapists,42585,35556,66141,43875,37423,0,39879,29893,43945,52008,44466,46394,0,0,48231,23659,0,0,0,48753,32348,0,37113,0,70413,0
"    ""29-1126""",Respiratory Therapists,60592,53722,54188,59787,55629,60973,0,57744,64072,56273,61274,52639,0,57533,53215,61104,61328,0,59153,60178,0,0,0,63067,56933,0
"    ""29-1127""",Speech-Language Pathologists,70893,81296,80203,75529,104354,67163,114272,91544,65301,73604,69682,68087,72325,66003,63832,73199,67543,74781,72615,86305,54112,85544,69166,62180,68839,70571
"    ""29-1128""",Exercise Physiologists,46436,0,0,45111,0,0,0,0,45911,0,47944,50479,0,0,38197,0,0,0,0,52664,0,0,0,0,0,0
"    ""29-1129""","Therapists, All Other",62836,0,0,76234,0,0,0,0,61098,60645,88013,0,0,0,88005,0,0,0,0,67724,0,0,0,0,0,0
"    ""29-1131""",Veterinarians,107806,96153,80786,113794,119857,112189,64027,110576,102449,99732,144899,95479,99844,117325,104219,94142,106687,142878,107067,108422,142764,99860,96681,0,82458,0
"    ""29-1141""",Registered Nurses,75323,66356,66936,72617,70781,69893,70942,68810,76703,69165,84219,77291,68510,61451,67653,68180,68634,68801,61541,74292,68576,0,62699,75072,67907,68991
"    ""29-1151""",Nurse Anesthetists,180573,0,0,0,0,0,0,0,173522,0,182164,161408,0,0,0,0,0,0,0,0,0,184013,0,0,185977,0
"    ""29-1161""",Nurse Midwives,105707,0,0,0,0,0,0,0,98584,0,117409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1171""",Nurse Practitioners,113797,116745,104068,113616,98216,123002,108764,112687,111385,109736,120979,109487,124969,113859,102817,117713,122371,109175,113410,107331,111022,117778,102555,109812,121531,115677
"    ""29-1181""",Audiologists,89168,74915,0,81839,0,0,0,84702,87561,0,91026,93980,0,0,90292,0,0,0,0,95303,0,0,65095,0,0,0
"    ""29-1211""",Anesthesiologists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1215""",Family Medicine Physicians,212027,0,0,0,134637,0,0,0,202577,193642,0,0,0,0,163176,211997,0,0,0,0,0,0,0,0,0,0
"    ""29-1216""",General Internal Medicine Physicians,202151,0,0,0,0,60625,0,0,0,0,200490,0,207485,0,0,0,0,0,0,0,0,0,127416,0,198626,0
"    ""29-1218""",Obstetricians and Gynecologists,202263,0,0,0,0,0,0,0,105084,0,0,0,0,0,0,0,0,0,0,202231,0,0,0,0,0,0
"    ""29-1221""","Pediatricians, General",160228,0,0,158683,0,0,0,0,199215,125108,155147,0,0,0,0,177981,0,0,0,144841,0,0,0,0,0,0
"    ""29-1223""",Psychiatrists,172286,0,0,162808,0,0,0,0,0,0,127428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1228""","Physicians, All Other; and Ophthalmologists, Except Pediatric",0,0,0,0,0,0,0,66615,0,0,0,0,0,0,0,211080,0,0,0,0,51565,0,0,0,0,0
"    ""29-1248""","Surgeons, Except Ophthalmologists",0,0,0,0,0,64862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1292""",Dental Hygienists,78081,76487,73134,79107,71776,65715,68228,60179,83681,63576,77854,74438,81537,68274,73218,78452,76239,77098,70128,73784,87752,77782,72677,72592,74554,74909
"    ""29-1298""","Acupuncturists & Healthcare Diagnosing or Treating Practnrs, AO",67118,0,0,90055,0,0,0,0,65593,0,67328,0,0,0,0,0,0,0,0,84645,0,0,0,0,0,0
"    ""29-2010""",Clinical Laboratory Technologists and Technicians,51635,36773,40767,48126,50685,38294,52387,40131,55122,46161,53979,51903,43868,45779,50880,36636,50177,56693,50786,49071,48860,0,41549,49345,53651,48073
"    ""29-2031""",Cardiovascular Technologists and Technicians,55169,0,0,64289,60582,66862,0,60410,52939,67404,54262,40335,0,0,38055,52625,0,0,0,57061,58031,35423,0,63126,0,0
"    ""29-2032""",Diagnostic Medical Sonographers,72573,61660,70840,74849,62247,70192,0,68282,74451,68530,72877,69855,0,70834,72139,72951,68760,73714,77896,67929,72592,72849,63551,72819,73388,58940
"    ""29-2033""",Nuclear Medicine Technologists,77585,0,65319,78512,0,0,0,74211,82491,81953,78538,71861,0,0,88946,73219,0,0,0,0,0,0,0,0,0,0
"    ""29-2034""",Radiologic Technologists and Technicians,59864,64169,59275,56015,51813,63481,50119,57829,61139,57572,63147,59770,56486,60918,57762,57232,58449,59660,59053,59499,63710,0,54847,57273,60914,50692
"    ""29-2035""",Magnetic Resonance Imaging Technologists,74106,72167,0,75286,57877,64989,76809,76175,75624,68170,75069,68898,0,71342,74643,67371,0,0,82702,72345,0,0,70069,0,0,0
"    ""29-2040""",Emergency Medical Technicians and Paramedics,35937,31748,35088,47747,36023,30655,44755,45394,35513,24931,37184,35080,34044,29742,37071,32286,40805,38494,0,37638,34740,29087,29804,42886,0,31039
"    ""29-2051""",Dietetic Technicians,28390,20395,24615,30661,26881,0,0,0,27144,26055,33855,0,0,0,27779,0,0,0,0,29748,0,0,0,0,23242,19434
"    ""29-2052""",Pharmacy Technicians,36587,35131,37269,36764,30835,35358,36285,34988,36901,35310,37043,38260,34075,33941,35028,34404,38666,38660,34913,37645,35049,31115,33283,34018,38244,35015
"    ""29-2053""",Psychiatric Technicians,34687,0,29167,32487,0,0,0,0,35224,24367,36335,30673,0,0,0,0,0,0,28666,34248,0,0,0,0,0,0
"    ""29-2055""",Surgical Technologists,49125,39755,45193,50633,47325,48508,45134,46826,51189,46053,54667,44545,34060,47783,45952,50083,49633,47508,0,38790,49604,46463,44909,0,40754,0
"    ""29-2056""",Veterinary Technologists and Technicians,31358,30399,27034,29338,32789,27680,34806,28545,33191,29709,31799,26246,0,29309,28999,29999,32721,31505,24848,35104,30609,24990,29663,30587,29416,0
"    ""29-2057""",Ophthalmic Medical Technicians,34021,32773,31300,34562,28355,32130,35307,30957,33227,33706,35940,34564,0,28701,30618,28186,0,0,31647,36227,0,34655,37351,30050,34550,27421
"    ""29-2061""",Licensed Practical and Licensed Vocational Nurses,47761,44110,45287,49479,43816,45362,48491,46547,50282,48810,49046,47607,48102,46382,48013,49244,52362,46552,44970,46555,48905,40180,46711,38213,48140,40411
"    ""29-2081""","Opticians, Dispensing",34878,29526,35275,37969,29808,24814,40191,28222,38055,29530,38088,29150,27022,29334,31729,31886,37313,37828,32068,31005,29930,33205,26997,28650,27765,38388
"    ""29-2091""",Orthotists and Prosthetists,62661,0,0,63809,0,0,0,0,62615,0,55677,0,0,0,0,0,0,0,0,62660,0,0,0,0,0,0
"    ""29-2092""",Hearing Aid Specialists,48744,0,0,38134,0,0,0,0,54728,0,47126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-2098""","Medical Dosimetrists, Medical Recrds Specs, & Health Technols & Techs, AO",39988,41151,38928,36521,37013,34489,39506,33563,43430,36726,42424,46123,34581,36449,37042,35686,38195,35542,38399,41966,30462,32301,42340,38569,38530,37364
"    ""29-9091""",Athletic Trainers,58338,51259,71691,52423,58999,58142,61807,59346,58916,0,66196,55579,58638,50281,44664,59785,0,0,0,57314,0,0,0,0,51075,0
"    ""29-9092""",Genetic Counselors,84245,0,0,0,0,0,0,0,79305,0,76697,0,0,0,0,0,0,0,0,99096,0,0,0,0,0,0
"    ""29-9098""","Health Info Technols, Med Regs, Surg Assts&Health Practners&Tech Wkrs, AO",50472,44682,84211,38930,76114,59103,36727,0,66880,55175,54969,34923,89169,32204,39794,49549,44153,0,0,0,53079,38731,43199,38459,39742,38093
"    ""31-0000""",Healthcare Support Occupations,24184,23050,25406,29146,20901,22707,25291,22670,27645,19540,24310,25931,21803,24585,24184,22719,30576,25091,25208,24723,27287,24009,24483,23504,24819,24425
"    ""31-1120""",Home Health and Personal Care Aides,21034,19396,21164,22097,19000,22291,21694,20697,20875,18362,20277,19534,21179,22506,19929,22429,21561,0,19198,21582,26452,20848,22183,21917,22332,21283
"    ""31-1131""",Nursing Assistants,28232,24917,28869,30093,27110,27383,27111,28559,30106,26872,28504,28089,25067,24995,28409,24689,32757,29477,28307,28556,28197,24763,24827,24250,26814,24969
"    ""31-1132""",Orderlies,26231,0,0,26879,0,0,25203,24717,26445,0,27988,0,0,0,22529,25459,0,25430,0,26950,0,0,0,0,0,0
"    ""31-1133""",Psychiatric Aides,27245,0,0,29438,0,0,0,0,25900,24069,28230,0,0,0,0,0,0,0,0,28344,0,0,23023,0,0,0
"    ""31-2011""",Occupational Therapy Assistants,70755,0,63150,75346,0,69614,61878,72045,0,52588,76315,65300,64688,71130,71735,80987,0,0,59252,57398,0,57486,66434,0,68017,0
"    ""31-2012""",Occupational Therapy Aides,27950,0,0,0,0,0,0,0,31038,23025,0,0,0,0,0,20474,0,0,0,0,0,0,0,0,0,0
"    ""31-2021""",Physical Therapist Assistants,67248,62231,62315,68364,66358,63830,63726,68103,0,56885,74075,63167,72772,64967,58788,76611,74672,70568,0,64581,60769,73181,70915,76462,68631,65837
"    ""31-2022""",Physical Therapist Aides,25821,24234,20918,27219,26230,23991,22577,27074,25671,24992,29974,27716,24405,23575,23493,19751,27398,22402,28523,26253,26442,28792,30962,0,26014,22326
"    ""31-9011""",Massage Therapists,41814,0,40871,43901,0,0,69401,37187,45919,37825,36619,34536,0,0,40614,0,0,0,0,38270,0,0,0,44173,49867,37686
"    ""31-9091""",Dental Assistants,39162,36076,33160,41592,33721,33449,37116,34654,43403,35139,37686,40575,37255,35569,37337,34638,36678,36456,32706,37697,37393,37336,38847,38200,33094,42019
"    ""31-9092""",Medical Assistants,32831,31877,30615,35634,29979,28714,30722,29623,35307,25855,34467,32071,25228,31234,29777,25778,36256,38490,31011,31324,31679,31220,30827,30139,31719,28560
"    ""31-9093""",Medical Equipment Preparers,35481,28760,30680,34462,30932,37275,32163,0,36264,35192,37537,35092,0,29684,34317,32344,32048,0,0,35030,27557,0,27674,0,29868,30011
"    ""31-9094""",Medical Transcriptionists,33547,36138,0,0,40165,28432,31717,0,38145,30981,43276,34288,0,0,39851,36224,48393,38422,0,20798,0,0,24694,0,38815,32104
"    ""31-9095""",Pharmacy Aides,25522,0,24381,22712,20136,0,0,22603,27582,23392,28871,26575,22525,0,24267,20641,0,0,0,23764,0,23667,22584,0,0,19152
"    ""31-9096""",Veterinary Assistants and Laboratory Animal Caretakers,25707,0,25851,28042,0,0,25477,23234,27400,26008,25497,21955,0,27662,24942,0,23841,0,0,24365,30563,23987,19545,0,0,0
"    ""31-9097""",Phlebotomists,34903,35405,35215,37923,35001,26691,34654,35512,36522,31410,36319,30764,34287,30080,31460,29539,33856,0,0,34421,0,27565,29326,0,32542,29706
"    ""31-9099""","Healthcare Support Workers, All Other",43118,25080,31298,45582,29246,30597,24820,53808,42754,47570,45264,45426,51766,34433,42017,32627,30827,0,47777,51485,39798,48503,32678,0,44111,25521
"    ""33-0000""",Protective Service Occupations,43149,43487,45509,43819,45492,40362,45494,39719,43275,45341,40180,42577,54059,37691,45694,44342,55268,0,50040,43461,39401,41592,43019,50983,46111,42575
"    ""33-1011""",First-Line Supervisors of Correctional Officers,50151,47774,0,75811,0,73601,56474,58123,65931,0,50151,47775,0,0,0,0,0,0,56161,52782,0,47777,0,0,50152,0
"    ""33-1012""",First-Line Supervisors of Police and Detectives,90751,88378,85262,96999,93869,65487,81413,94623,94637,148226,95720,68649,104250,66300,94638,77763,98956,81556,90979,96507,64903,70014,96991,65797,91501,52196
"    ""33-1021""",First-Line Supervisors of Firefighting and Prevention Workers,77409,0,87257,74887,78950,53384,0,64671,87514,63491,78725,74673,0,72879,68398,52241,0,0,0,0,42010,68087,0,0,76767,80541
"    ""33-1090""","Miscellaneous First-Line Supervisors, Protective Service Workers",49921,0,58305,45628,56285,38543,51525,48730,54415,50736,40882,55882,48239,44494,56657,48412,44592,0,52152,48390,0,52996,50103,0,37127,52998
"    ""33-2011""",Firefighters,55375,0,66154,67136,60474,45869,0,47915,61597,47698,55269,48522,54085,61289,0,35135,0,0,54563,56402,0,53333,61551,0,73285,46774
"    ""33-2021""",Fire Inspectors and Investigators,73716,0,0,57730,0,0,0,0,69485,47879,75987,0,0,0,0,57057,0,0,0,78514,0,0,0,0,0,0
"    ""33-2022""",Forest Fire Inspectors and Prevention Specialists,60993,0,0,0,0,0,0,0,63507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""33-3011""",Bailiffs,55235,0,0,52104,0,0,48175,0,59834,0,59526,0,0,0,0,0,0,0,57347,44244,0,0,0,0,0,0
"    ""33-3012""",Correctional Officers and Jailers,42588,40162,42563,46803,0,37459,45496,36641,50010,0,44384,40163,39982,29995,44368,0,0,0,0,45443,0,40154,0,0,45071,40160
"    ""33-3021""",Detectives and Criminal Investigators,84397,53904,63994,72002,57027,92065,51826,66154,78715,92063,80977,54728,91775,44255,70088,0,81574,69220,79282,74892,82445,48841,62392,57803,66156,55219
"    ""33-3031""",Fish and Game Wardens,70846,0,0,0,0,0,0,66151,70849,0,66163,0,0,0,0,0,0,0,0,68505,0,0,0,0,0,0
"    ""33-3041""",Parking Enforcement Workers,31956,0,0,37569,0,0,0,0,41251,27603,32175,0,0,0,0,0,0,0,0,30615,0,0,0,0,0,0
"    ""33-3051""",Police and Sheriff's Patrol Officers,64968,66161,71518,74535,69788,48936,64857,59815,72566,65864,66419,57921,65368,56387,61908,52598,64565,60306,57314,60884,58193,48854,64906,54249,62025,60907
"    ""33-3052""",Transit and Railroad Police,56999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""33-9011""",Animal Control Workers,37819,0,35425,38201,42754,29643,39511,36595,40657,0,41183,32728,0,0,39105,29393,0,0,0,39412,0,0,38734,0,36774,29121
"    ""33-9021""",Private Detectives and Investigators,59772,0,0,55052,0,30704,0,0,0,32817,51873,0,0,0,0,49572,0,0,0,70019,0,0,0,0,57920,0
"    ""33-9032""",Security Guards,28539,27462,29991,31735,24917,23022,25230,28823,28674,23003,28219,32557,19941,25272,29607,24164,33341,34874,28446,30028,23827,28366,28682,28917,31741,26657
"    ""33-9091""",Crossing Guards and Flaggers,23488,0,0,22819,25221,21367,0,23468,24001,19176,22811,18815,0,0,19534,26210,0,0,0,29426,0,21103,24131,0,23697,0
"    ""33-9092""","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",22148,0,19620,23277,23721,20864,0,19280,23145,23001,22004,19927,23625,0,22149,18721,24033,0,18845,21789,0,0,19608,0,0,0
"    ""33-9093""",Transportation Security Screeners,44246,39655,40543,44738,0,40361,35816,40154,43280,0,46616,40342,42556,0,40539,41263,49202,0,41070,40429,0,35814,0,0,39555,0
"    ""33-9098""","School Bus Monitors and Protective Service Workers, All Other",24137,0,25367,28489,32557,20219,0,0,24571,24084,22442,22380,22093,22937,35640,0,0,25005,23976,25102,33166,20815,23141,20246,38820,0
"    ""35-0000""",Food Preparation and Serving Related Occupations,21384,20990,21328,23970,20046,19422,20887,21068,21357,19507,21666,20124,19329,19870,20541,20148,22136,23042,20060,22887,20400,20819,21088,19599,21152,20576
"    ""35-1011""",Chefs and Head Cooks,56938,25069,43959,61884,76375,69922,58065,39230,58766,57445,52771,59925,34559,0,53245,39623,60883,64088,49409,57682,0,68620,53191,0,43550,0
"    ""35-1012""",First-Line Supervisors of Food Preparation and Serving Workers,32527,29164,31264,38930,29027,25633,29920,32023,32822,27197,32888,26656,25180,30466,32618,31456,39936,37605,25975,32468,29733,31929,30438,27822,37158,36223
"    ""35-2011""","Cooks, Fast Food",20949,19134,0,22065,19179,18984,0,20505,21003,21090,21442,21764,20824,19256,20400,21047,21866,20549,19154,22635,0,20810,19542,18612,20434,19729
"    ""35-2012""","Cooks, Institution and Cafeteria",25517,25026,24772,29059,22460,23036,26945,24531,27211,26378,25120,22373,22101,21531,25996,22534,30014,24388,20614,29252,23602,23518,25299,24410,23635,23529
"    ""35-2014""","Cooks, Restaurant",25435,24834,25809,27088,25684,19312,22918,24272,27221,22966,24798,23213,19659,22100,26847,23096,27934,27110,24107,25075,25323,22386,28122,23646,22977,23615
"    ""35-2015""","Cooks, Short Order",20408,18034,23458,29216,19370,19107,27213,22132,20337,18916,19895,18725,18322,19419,23929,18751,0,0,20512,20589,24138,0,24189,0,0,20041
"    ""35-2019""","Cooks, All Other",20867,0,0,0,22767,19447,0,21590,28187,19929,19995,0,0,0,0,23282,0,0,0,31678,0,0,17646,0,0,0
"    ""35-2021""",Food Preparation Workers,23941,23661,23166,27254,23431,22476,25669,27496,24380,18947,22978,25561,24716,19125,22737,25564,28736,23945,29121,28033,20505,21521,20054,20259,23860,0
"    ""35-3011""",Bartenders,19268,18444,18969,19278,19082,18710,19249,19942,18770,18894,19922,18900,21173,20479,19134,18512,19032,18557,18579,19512,18668,20812,23149,19896,19628,18177
"    ""35-3023""",Fast Food and Counter Workers,20725,20934,20479,22996,18895,19206,19533,20748,21137,18858,20716,18966,18846,19845,19506,20342,22747,23807,20888,22847,20027,20803,19946,18756,20514,19860
"    ""35-3031""",Waiters and Waitresses,18800,18697,18299,19388,19256,18164,18700,18843,18541,18750,19180,18882,19025,18883,18306,18313,18617,18324,18169,18767,18983,20800,19536,19297,18447,18729
"    ""35-3041""","Food Servers, Nonrestaurant",22351,23111,24034,23153,18687,22060,21384,22134,23874,21096,22636,21514,20089,19225,20057,18945,28789,19177,19331,22864,19706,19625,21973,0,19562,19070
"    ""35-9011""",Dining Room and Cafeteria Attendants and Bartender Helpers,20154,22586,18702,22279,19318,18270,21025,20265,19991,18779,20394,20926,18393,0,20335,18376,19531,20843,18364,20410,21638,20816,18930,18883,21044,19015
"    ""35-9021""",Dishwashers,21242,21083,21610,23881,21498,18827,21973,20912,21673,18817,21241,19315,18383,20459,21859,18474,24028,24245,19464,21886,21595,20815,21334,19412,22807,23792
"    ""35-9031""","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",20348,19322,22815,22063,0,18899,24379,19737,19998,19021,21288,20325,18327,19431,20253,18615,19715,20268,20308,19663,19789,20809,19016,19446,19855,20209
"    ""35-9099""","Food Preparation and Serving Related Workers, All Other",20954,30533,0,26906,0,0,0,22734,19421,28066,28328,0,0,22429,23988,0,0,35824,0,22900,0,0,0,0,0,0
"    ""37-0000""",Building and Grounds Cleaning and Maintenance Occupations,26494,24715,28629,29410,24451,22991,27632,24283,29014,21202,25974,25978,22160,23504,23533,23304,27756,26077,22796,26288,26511,23812,24662,24387,24398,24207
"    ""37-1011""",First-Line Supervisors of Housekeeping and Janitorial Workers,38715,38321,40518,41317,24930,39034,45012,38744,44563,33658,35983,37978,31016,32746,38542,36427,34024,49048,39089,38174,30530,36458,38691,31055,38939,38761
"    ""37-1012""","Supervisors of Landscaping, Lawn Service & Groundskeeping Workers",50057,46390,45846,47432,49573,41638,43960,46094,57207,38290,51716,42842,45702,39217,47359,36109,50372,42726,39692,49447,51222,41122,46750,30796,44237,43086
"    ""37-2011""","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",25313,24827,32489,29177,25284,23449,25428,24543,27608,21489,24392,25640,21252,22713,22390,23056,26170,27097,22643,25419,27499,23929,23200,23706,23898,23589
"    ""37-2012""",Maids and Housekeeping Cleaners,22786,21970,20754,22954,20816,19834,23270,19993,23971,19273,22853,22275,19926,19409,21795,19295,25873,23709,20806,23756,24077,20897,19807,21350,21231,20472
"    ""37-2019""","Building Cleaning Workers, All Other",30277,0,0,0,0,0,0,0,0,0,30723,0,0,0,0,0,0,0,0,21305,0,0,0,0,0,0
"    ""37-2021""",Pest Control Workers,39162,29188,0,38720,35602,26578,35422,35284,49250,31252,40116,36868,0,26294,42405,31840,36601,0,0,33972,30542,37889,35721,0,45104,25278
"    ""37-3011""",Landscaping and Groundskeeping Workers,30399,25240,27996,31448,25769,22002,30171,29210,32568,21498,29989,29341,26455,28721,26221,24599,34479,34480,25134,29569,26577,26827,28966,25400,27688,29982
"    ""37-3012""","Pesticide Handlers, Sprayers, and Applicators, Vegetation",34566,0,0,42410,0,0,0,37230,47324,32423,38149,0,0,0,20926,0,0,0,0,37240,0,0,0,0,44742,0
"    ""37-3013""",Tree Trimmers and Pruners,37859,0,0,38533,0,0,0,0,37457,0,37895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""37-3019""","Grounds Maintenance Workers, All Other",30524,0,0,46859,0,0,0,0,45514,38826,35977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-0000""",Personal Care and Service Occupations,24289,23708,22816,28573,22412,20908,22908,22391,25593,20940,23881,22416,20375,22696,23266,21908,25596,24632,20253,23953,21053,22914,23976,21232,23793,20645
"    ""39-1013""",First-Line Supervisors of Gambling Services Workers,46625,0,0,0,0,0,0,0,49580,0,0,0,0,0,0,0,0,0,0,48545,0,0,0,0,0,0
"    ""39-1098""","Suprs of Personal Svc & Entertainment & Rec Wkrs, Ex Gambling Svcs",41063,36501,39558,42884,35883,31551,40068,40238,44792,36249,43829,23904,37406,30335,31928,34797,36968,38094,44058,40849,40088,37623,40500,32146,40347,31730
"    ""39-2011""",Animal Trainers,26005,0,0,28112,0,0,0,29198,26485,22577,25463,0,0,0,0,0,0,0,0,24286,0,0,0,0,0,0
"    ""39-2021""",Animal Caretakers,23797,24188,23291,25929,21947,22318,21574,23813,23964,23406,22482,22365,23237,21839,27959,33042,24275,33460,22316,25083,20579,0,22441,23994,22851,20403
"    ""39-3011""",Gambling Dealers,25037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-3012""",Gambling and Sports Book Writers and Runners,27452,0,0,27584,0,18869,0,0,37120,0,0,18891,0,0,0,0,0,0,0,23707,0,0,0,0,0,0
"    ""39-3019""","Gambling Service Workers, All Other",20716,0,0,0,0,0,24129,0,20013,0,0,58925,0,0,19362,19606,0,0,0,0,0,0,0,0,53968,0
"    ""39-3021""",Motion Picture Projectionists,30978,0,0,38669,0,0,0,0,0,0,31057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-3031""","Ushers, Lobby Attendants, and Ticket Takers",22400,0,25776,29281,20595,0,28689,20214,22882,22728,22343,22524,19182,0,18947,22022,26511,35639,24977,22132,0,0,0,0,0,0
"    ""39-3091""",Amusement and Recreation Attendants,20356,20513,0,19764,18764,18829,26170,20931,21571,20636,19681,21191,0,21030,18006,19164,21832,19973,18639,20858,21707,19700,19972,19562,19808,19063
"    ""39-3092""",Costume Attendants,25171,0,0,0,0,0,0,0,31010,0,40415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-3093""","Locker Room, Coatroom, and Dressing Room Attendants",26978,0,0,28113,0,0,0,0,26742,0,27249,0,0,0,0,0,0,0,0,26850,0,0,0,0,0,0
"    ""39-3099""","Entertainment Attendants and Related Workers, All Other",34506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-4011""",Embalmers,42879,0,0,0,0,0,0,0,36899,0,47831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-4021""",Funeral Attendants,25981,0,0,0,23802,26213,25237,0,0,0,0,25107,0,29052,0,0,0,0,0,0,0,0,0,23027,0,18887
"    ""39-4031""","Morticians, Undertakers, and Funeral Arrangers",54133,56149,50752,0,0,0,0,0,55022,0,0,56824,0,53801,0,0,0,0,0,45934,0,0,0,0,43408,0
"    ""39-5011""",Barbers,29361,0,0,0,0,0,0,0,27754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-5012""","Hairdressers, Hairstylists, and Cosmetologists",21744,24687,20755,30968,20053,20031,25906,24526,20780,19219,21302,19925,19177,24008,23561,20935,24443,19728,18625,24218,37562,23652,20076,19772,20351,19585
"    ""39-5091""","Makeup Artists, Theatrical and Performance",45317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-5092""",Manicurists and Pedicurists,30299,0,0,32217,0,0,0,26697,35673,0,23634,35603,0,0,0,0,0,0,0,24417,0,0,0,0,0,0
"    ""39-5093""",Shampooers,20386,0,0,0,0,0,0,0,0,0,20288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-5094""",Skincare Specialists,31354,0,0,36466,0,0,0,0,26728,35050,28984,37545,44151,25451,0,39324,25136,0,0,33038,0,0,0,0,0,0
"    ""39-6011""",Baggage Porters and Bellhops,22834,0,0,20410,0,0,0,0,25441,23908,21484,0,0,0,0,18474,0,0,0,22186,0,0,0,0,0,0
"    ""39-6012""",Concierges,32464,0,0,34050,0,0,0,0,35271,0,27344,0,0,0,0,0,0,0,0,32592,0,0,24362,0,0,0
"    ""39-7010""",Tour and Travel Guides,28346,0,0,28658,0,0,0,22050,25093,25454,29759,0,0,0,0,0,0,0,0,32255,0,0,0,0,31917,0
"    ""39-9011""",Childcare Workers,21550,19782,20455,24777,20134,19469,19270,19793,24453,18480,20705,19537,18515,19760,22110,20319,24536,24698,18868,21516,18857,20881,22985,19335,19820,19535
"    ""39-9031""",Exercise Trainers and Group Fitness Instructors,39690,33962,34737,39021,34794,30769,19582,44349,43242,24349,45467,37663,27871,46389,31499,38015,34473,30799,19451,30599,19872,0,25833,36833,31414,29682
"    ""39-9032""",Recreation Workers,23668,22966,23139,29242,26114,22110,19849,19420,23696,23969,24590,21747,25721,25516,23320,19911,32173,27174,21200,23113,20009,19070,25085,28662,35374,22204
"    ""39-9041""",Residential Advisors,27916,31017,19876,31415,28959,35639,24343,21125,32053,25134,28618,0,0,41466,28309,29755,0,24441,0,24968,0,30796,27867,0,0,0
"    ""39-9098""","Crematory Operators and Personal Care and Service Workers, All Other",23296,0,0,22248,31946,0,0,27959,28318,25725,23219,0,0,0,0,25363,0,0,0,21010,0,0,0,0,0,0
"    ""41-0000""",Sales and Related Occupations,29813,26518,26244,33413,28947,23863,26249,27250,31609,23961,30676,26542,25343,26626,26499,25251,33946,33664,25497,30105,27363,24556,26217,26861,26166,25566
"    ""41-1011""",First-Line Supervisors of Retail Sales Workers,41006,43781,37490,40812,40137,38543,35761,41361,42599,34525,44305,38961,38028,36737,39363,42127,48357,50332,38653,39776,37649,35755,39567,41827,39956,36859
