SOC,SOC Title,Statewide,Abilene,Amarillo,Austin-Round Rock,Beaumont-Port Arthur,Brownsville-Harlingen,College Station-Bryan,Corpus Christi,Dallas-Fort Worth-Arlington,El Paso,Houston-The Woodlands-Sugarland,Killeen-Temple,Laredo,Longview,Lubbock,McAllen-Edinburg-Mission,Midland,Odessa,San Angelo,San Antonio-New Braunfels,Sherman-Denison,Texarkana,Tyler,Victoria,waco,Wichita Falls
"    ""29-1051""",Pharmacists,96320,89882,106252,106290,118538,99032,106464,101793,87067,110334,95084,85095,120774,92475,100266,78800,115647,103842,110131,109228,113333,110360,90530,94304,115032,98338
"    ""29-1071""",Physician Assistants,70118,82806,84061,74340,52225,95562,57250,0,69974,51367,86433,93079,28036,70009,57966,82013,84790,104624,79201,54636,48066,42801,83049,69620,77198,73020
"    ""29-1081""",Podiatrists,76536,0,0,125975,0,0,0,0,85471,97250,95164,0,0,0,0,0,0,0,0,63829,0,0,0,0,0,0
"    ""29-1122""",Occupational Therapists,64068,69258,71290,66524,70473,54608,59270,67342,66174,68711,66670,73657,80145,56786,59319,75024,72266,52240,61846,54526,54630,68224,64805,90567,58767,61049
"    ""29-1123""",Physical Therapists,61105,74733,64666,67400,75253,71976,69631,64270,66230,71161,48052,62156,58793,58879,54311,62943,77602,44036,72661,55944,68209,0,68634,0,50561,63055
"    ""29-1124""",Radiation Therapists,68387,0,0,0,62290,0,0,61524,71775,0,67407,55497,0,0,0,0,0,0,0,71350,0,0,0,0,0,0
"    ""29-1125""",Recreational Therapists,25615,19996,37261,25519,25761,0,36313,22387,22398,26806,32769,17348,0,0,33032,22513,0,0,0,31803,26913,0,25776,0,36543,0
"    ""29-1126""",Respiratory Therapists,50383,45560,44601,50133,45534,50894,0,45784,54738,46732,51821,41836,0,48921,46523,49068,56540,0,48954,49489,0,0,0,52291,45499,0
"    ""29-1127""",Speech-Language Pathologists,48774,51248,64276,54393,61064,50515,69254,57896,43356,48662,54093,41243,55494,42213,33060,58650,54934,58519,52958,55303,36467,61246,42034,42975,53276,54322
"    ""29-1128""",Exercise Physiologists,37082,0,0,39151,0,0,0,0,36581,0,39880,35951,0,0,34329,0,0,0,0,42143,0,0,0,0,0,0
"    ""29-1129""","Therapists, All Other",39459,0,0,52145,0,0,0,0,47679,51395,54796,0,0,0,34180,0,0,0,0,51166,0,0,0,0,0,0
"    ""29-1131""",Veterinarians,74704,80943,61263,64093,79810,87963,43093,81894,84892,55173,94798,75507,75380,80195,66078,73400,65758,77292,64128,80458,107546,72823,86440,0,58481,0
"    ""29-1141""",Registered Nurses,57697,55343,52664,56958,57319,54989,54305,47320,60689,57877,66801,56568,52611,45030,56679,53346,48193,52323,46010,56294,56578,0,49170,55652,53847,56337
"    ""29-1151""",Nurse Anesthetists,134258,0,0,0,0,0,0,0,135383,0,143527,149454,0,0,0,0,0,0,0,0,0,151310,0,0,167867,0
"    ""29-1161""",Nurse Midwives,83481,0,0,0,0,0,0,0,79568,0,93403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1171""",Nurse Practitioners,87286,89077,84168,81031,62615,97184,94051,82229,84804,93725,97667,91474,103547,85986,75889,87037,102755,89035,89010,94136,72749,90241,66416,99047,95235,90479
"    ""29-1181""",Audiologists,67266,68924,0,70899,0,0,0,65925,73561,0,70822,75034,0,0,57361,0,0,0,0,67824,0,0,59772,0,0,0
"    ""29-1211""",Anesthesiologists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112206,0,0,0,0,0,0
"    ""29-1215""",Family Medicine Physicians,124914,106903,0,167276,119868,0,0,0,119066,75958,116140,114496,0,0,140148,153070,0,0,0,128810,0,0,106690,0,164524,174384
"    ""29-1216""",General Internal Medicine Physicians,71308,132862,73267,0,0,57820,139582,0,0,0,104609,0,123680,0,111934,0,0,0,0,0,0,0,59335,0,124500,0
"    ""29-1218""",Obstetricians and Gynecologists,68332,0,0,0,0,0,0,0,67282,0,81528,0,0,0,0,0,0,0,0,117696,0,0,0,0,0,0
"    ""29-1221""","Pediatricians, General",97598,0,0,119059,0,0,0,0,149819,96651,74367,0,0,0,0,103082,0,0,0,104325,0,0,0,0,0,0
"    ""29-1223""",Psychiatrists,91020,0,0,133009,0,57820,0,0,74124,108066,68078,128531,0,0,0,0,0,0,0,128326,0,0,0,0,0,0
"    ""29-1228""","Physicians, All Other; and Ophthalmologists, Except Pediatric",83867,0,0,108685,0,120106,0,58387,80144,127867,66407,0,0,0,0,108955,0,0,0,79290,46507,0,0,0,119867,135892
"    ""29-1248""","Surgeons, Except Ophthalmologists",0,0,0,0,0,57820,0,0,55917,0,82404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1292""",Dental Hygienists,66626,74047,57188,70636,51114,42244,53453,57452,73056,55600,69958,66589,71083,46775,59326,65307,74260,74541,60027,62545,62256,63351,54527,61775,57923,52821
"    ""29-1298""","Acupuncturists & Healthcare Diagnosing or Treating Practnrs, AO",35916,0,0,66192,0,0,0,0,43396,0,35361,0,0,0,0,0,0,0,0,45349,0,0,0,0,0,0
"    ""29-2010""",Clinical Laboratory Technologists and Technicians,32836,26017,27100,31224,33742,28427,35644,25888,35472,30165,35578,35181,29514,30328,29164,27944,33817,32635,33832,31912,35532,0,28180,31240,33648,30949
"    ""29-2031""",Cardiovascular Technologists and Technicians,32047,0,0,35120,42490,36518,0,31709,32374,35268,33576,26805,0,0,26716,27967,0,0,0,35443,39273,25557,0,40636,0,0
"    ""29-2032""",Diagnostic Medical Sonographers,54991,48480,56312,61584,49485,52697,0,50968,59723,52838,53220,54064,0,50377,55390,61135,53326,49290,57796,54924,55382,63079,55139,53558,59738,47347
"    ""29-2033""",Nuclear Medicine Technologists,62295,0,58873,62783,0,0,0,53561,68669,67924,63246,59347,0,0,69561,62737,0,0,0,0,0,0,0,0,0,0
"    ""29-2034""",Radiologic Technologists and Technicians,43505,48480,44949,39281,40850,46344,42724,44529,42032,42884,48179,48007,42841,47378,44696,42680,42258,44286,43636,46425,53618,0,43966,45056,48603,41287
"    ""29-2035""",Magnetic Resonance Imaging Technologists,58727,59836,0,61804,50142,58885,64744,57969,59276,53224,60511,51028,0,54550,59812,54754,0,0,71607,60854,0,0,55459,0,0,0
"    ""29-2040""",Emergency Medical Technicians and Paramedics,24440,20729,26235,32417,26561,27040,33437,28137,23989,21538,24699,25082,27519,21962,27573,25024,35388,31982,0,27209,23320,24871,20571,30988,0,26286
"    ""29-2051""",Dietetic Technicians,20758,17377,20343,22947,19483,0,0,0,21152,20008,23253,0,0,0,21555,0,0,0,0,24318,0,0,0,0,19590,17390
"    ""29-2052""",Pharmacy Technicians,28995,27490,31083,30778,26560,25757,29590,28417,28229,27367,30248,30220,27713,26789,26814,28169,31153,30246,27897,31940,27218,27392,25525,26795,30654,24787
"    ""29-2053""",Psychiatric Technicians,26733,0,25466,27106,0,0,0,0,28259,22180,30996,26357,0,0,0,0,0,0,23058,26076,0,0,0,0,0,0
"    ""29-2055""",Surgical Technologists,35663,34114,34767,36557,38525,34159,32148,36625,38888,32296,40871,31492,21001,34315,33374,36159,31083,33715,0,34029,40512,34902,33679,0,29565,0
"    ""29-2056""",Veterinary Technologists and Technicians,24260,21108,19545,23825,22730,18889,27378,22179,27554,21937,22538,23017,0,23133,21958,22923,25603,24330,19167,26104,26698,20182,24478,25356,23370,0
"    ""29-2057""",Ophthalmic Medical Technicians,26089,25569,26116,25877,24064,24997,28020,26125,26522,24796,28639,27778,0,23092,26862,22424,0,0,27191,27084,0,27226,28599,27648,28285,22784
"    ""29-2061""",Licensed Practical and Licensed Vocational Nurses,39032,36367,36473,40724,35463,36909,40596,38957,43116,41245,36519,41047,36992,40607,38877,42670,43827,37697,36211,39555,41395,33245,40711,30431,36558,29947
"    ""29-2081""","Opticians, Dispensing",26552,25797,28044,28948,28104,19520,27960,24638,28414,23727,25304,24971,23277,28000,28192,25513,29178,24452,28509,28529,25498,26764,22065,21208,23936,30324
"    ""29-2091""",Orthotists and Prosthetists,45797,0,0,44805,0,0,0,0,48673,0,40957,0,0,0,0,0,0,0,0,52758,0,0,0,0,0,0
"    ""29-2092""",Hearing Aid Specialists,34360,0,0,34638,0,0,0,0,39793,0,42684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-2098""","Medical Dosimetrists, Medical Recrds Specs, & Health Technols & Techs, AO",29125,24875,28733,28291,27868,26608,28424,26633,31446,27060,30259,31490,26323,26439,26671,23542,30445,26321,28371,30438,27126,26183,28980,29039,25574,26953
"    ""29-9091""",Athletic Trainers,36991,28765,41253,31605,36666,35420,53699,38611,45098,0,43920,36632,37196,37543,22184,32997,0,0,0,36469,0,0,0,0,31975,0
"    ""29-9092""",Genetic Counselors,71787,0,0,0,0,0,0,0,72175,0,71885,0,0,0,0,0,0,0,0,67682,0,0,0,0,0,0
"    ""29-9098""","Health Info Technols, Med Regs, Surg Assts&Health Practners&Tech Wkrs, AO",29219,30065,39162,17304,38761,40547,29063,0,34244,34634,33282,34017,46681,26889,25263,30822,28251,0,0,0,29133,25353,27031,33636,26573,34837
"    ""31-0000""",Healthcare Support Occupations,19032,18115,20042,20753,17848,19354,20479,18647,19870,17675,18579,18887,17860,20459,18668,19917,21015,19003,18200,19596,21069,20036,19990,20198,20507,19901
"    ""31-1120""",Home Health and Personal Care Aides,17831,17714,18227,17872,17809,18966,18001,18287,17757,17632,17802,17565,17648,18160,17892,19684,17822,0,17745,18106,20563,18151,18165,18773,18289,17715
"    ""31-1131""",Nursing Assistants,22872,22764,23606,26187,21808,22133,22250,23553,24510,22514,23062,23082,20651,22704,23175,22688,27253,23488,23750,22999,23342,23118,22941,22633,23207,22832
"    ""31-1132""",Orderlies,22571,0,0,22010,0,0,21725,21236,23513,0,22910,0,0,0,22199,21791,0,24235,0,22999,0,0,0,0,0,0
"    ""31-1133""",Psychiatric Aides,23359,0,0,25730,0,0,0,0,23190,23858,24789,0,0,0,0,0,0,0,0,24569,0,0,18978,0,0,0
"    ""31-2011""",Occupational Therapy Assistants,46015,0,55966,58542,0,56359,45558,52949,0,35139,51317,52310,38635,49546,51253,60537,0,0,36262,29631,0,30719,51340,0,51235,0
"    ""31-2012""",Occupational Therapy Aides,21775,0,0,0,0,0,0,0,24979,21438,0,0,0,0,0,17723,0,0,0,0,0,0,0,0,0,0
"    ""31-2021""",Physical Therapist Assistants,46803,55472,41782,54186,52914,36021,53523,45508,0,35891,50901,47306,46895,50344,40498,44896,56216,56426,0,45471,46797,57962,46988,57245,46214,61373
"    ""31-2022""",Physical Therapist Aides,21001,22180,17499,22492,21830,22048,18721,22347,20561,22381,23276,21094,20003,21088,21073,17644,21963,17620,24084,21556,20974,25120,23563,0,22655,18685
"    ""31-9011""",Massage Therapists,24734,0,22313,25949,0,0,51757,24466,31873,26676,23111,22608,0,0,25992,0,0,0,0,20655,0,0,0,35453,48357,24874
"    ""31-9091""",Dental Assistants,30381,28076,25533,31418,27557,27097,28743,28123,33539,24552,30286,34407,25094,27210,27886,24122,28831,29783,29356,29653,31079,32031,29268,28325,28694,32185
"    ""31-9092""",Medical Assistants,26599,26416,25449,29064,24793,22491,27499,25382,28241,21247,27817,27950,19869,24956,24467,20118,30954,29169,25976,27126,26483,27367,26035,27976,25746,22632
"    ""31-9093""",Medical Equipment Preparers,27073,21665,27985,27765,25071,26003,28442,0,26971,27303,30088,28570,0,25201,26536,25787,29004,0,0,27207,22765,0,23628,0,25587,27687
"    ""31-9094""",Medical Transcriptionists,23014,26637,0,0,34576,25375,24408,0,29880,26317,29850,18162,0,0,32042,28565,42095,37349,0,18217,0,0,21560,0,29092,26089
"    ""31-9095""",Pharmacy Aides,20218,0,18802,18601,18591,0,0,18772,22176,19563,21677,20633,20864,0,21844,18424,0,0,0,20532,0,22635,18642,0,0,17254
"    ""31-9096""",Veterinary Assistants and Laboratory Animal Caretakers,21121,0,20131,22582,0,0,21680,18932,21340,20848,21360,17913,0,20973,18778,0,20363,0,0,21018,21643,21007,17425,0,0,0
"    ""31-9097""",Phlebotomists,27500,25500,29892,31971,27536,23708,29630,30228,30764,27179,28649,24704,24953,22543,24219,23999,28867,0,0,28028,0,22766,25882,0,28597,25058
"    ""31-9099""","Healthcare Support Workers, All Other",28458,22080,21798,34100,17947,20166,22839,27362,31495,34878,32252,36434,42874,27635,30909,25716,29400,0,35155,35129,31652,27762,23670,0,29111,23558
"    ""33-0000""",Protective Service Occupations,25267,33135,31822,27073,27662,23203,24598,24026,24202,21516,24220,30679,23606,24488,31099,26111,30706,0,29514,25767,21269,30235,25503,31179,30939,31573
"    ""33-1011""",First-Line Supervisors of Correctional Officers,46090,47249,0,41379,0,51910,47828,45470,51108,0,47652,46982,0,0,0,0,0,0,47757,47612,0,45279,0,0,47482,0
"    ""33-1012""",First-Line Supervisors of Police and Detectives,62604,47164,65552,71608,71077,50813,54191,59079,69738,85622,73695,55679,90669,51769,69311,59295,88083,70683,71660,68501,54781,44193,65668,58029,52346,33168
"    ""33-1021""",First-Line Supervisors of Firefighting and Prevention Workers,53059,0,61453,51518,63410,35967,0,59761,68557,43013,58559,61828,0,45449,60070,43756,0,0,0,0,37978,46979,0,0,54307,62440
"    ""33-1090""","Miscellaneous First-Line Supervisors, Protective Service Workers",31191,0,40548,32440,28730,27393,37320,32749,33410,26891,28462,43513,24112,30377,41426,32025,26694,0,37056,30793,0,42685,35836,0,27593,41326
"    ""33-2011""",Firefighters,37961,0,52097,38254,40591,36634,0,40402,43602,34874,38108,37026,45237,38307,0,26838,0,0,46485,36080,0,40698,30379,0,49899,36707
"    ""33-2021""",Fire Inspectors and Investigators,49309,0,0,46229,0,0,0,0,52018,42021,61887,0,0,0,0,44017,0,0,0,75389,0,0,0,0,0,0
"    ""33-2022""",Forest Fire Inspectors and Prevention Specialists,49517,0,0,0,0,0,0,0,52513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""33-3011""",Bailiffs,37458,0,0,41363,0,0,38136,0,45323,0,47653,0,0,0,0,0,0,0,46846,34705,0,0,0,0,0,0
"    ""33-3012""",Correctional Officers and Jailers,36264,36497,37553,33912,0,28490,38896,30708,42019,0,38166,36787,32813,24644,38323,0,0,0,0,36891,0,33805,0,0,39538,36042
"    ""33-3021""",Detectives and Criminal Investigators,48604,37508,39468,43182,38754,68845,34846,41992,48180,65066,49334,35767,57110,32735,45169,0,57980,46897,38403,45951,37592,36952,43263,43966,48032,37221
"    ""33-3031""",Fish and Game Wardens,48803,0,0,0,0,0,0,50006,59280,0,59569,0,0,0,0,0,0,0,0,55946,0,0,0,0,0,0
"    ""33-3041""",Parking Enforcement Workers,24136,0,0,26586,0,0,0,0,35121,17810,23630,0,0,0,0,0,0,0,0,27087,0,0,0,0,0,0
"    ""33-3051""",Police and Sheriff's Patrol Officers,46079,40092,54823,56717,47422,34774,51114,34263,54701,44297,50855,44512,46634,41276,42658,41397,54838,46335,46605,46374,40488,33362,46169,45300,42266,42300
"    ""33-3052""",Transit and Railroad Police,45843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""33-9011""",Animal Control Workers,29662,0,29601,32503,30764,27896,34921,30063,32762,0,35310,29095,0,0,33893,26036,0,0,0,33827,0,0,37136,0,32459,27456
"    ""33-9021""",Private Detectives and Investigators,34684,0,0,36824,0,29895,0,0,0,28556,30307,0,0,0,0,35354,0,0,0,46472,0,0,0,0,51089,0
"    ""33-9032""",Security Guards,21437,23011,21241,25232,20584,18277,21887,21808,21789,17569,21847,20360,17926,21142,23381,18750,24850,26546,21513,23514,19055,21599,19448,20404,25722,19909
"    ""33-9091""",Crossing Guards and Flaggers,18195,0,0,18081,22733,18216,0,19681,18547,17688,18370,17571,0,0,18591,23112,0,0,0,25260,0,19907,23756,0,20794,0
"    ""33-9092""","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",18072,0,18009,18931,19643,18135,0,17692,19124,21118,17961,17684,20080,0,18524,17889,22483,0,17925,18103,0,0,18261,0,0,0
"    ""33-9093""",Transportation Security Screeners,37978,35370,38253,40260,0,36574,34720,36884,37106,0,41923,38293,38886,0,37427,36368,43478,0,35431,37115,0,35195,0,0,36314,0
"    ""33-9098""","School Bus Monitors and Protective Service Workers, All Other",18266,0,22694,19534,21014,17672,0,0,18716,19279,18042,17407,17741,18758,25859,0,0,22802,19424,19731,17509,19399,19697,17810,20595,0
"    ""35-0000""",Food Preparation and Serving Related Occupations,17805,17776,17805,18357,17840,17801,17759,17869,17808,17796,17798,17791,17780,17787,17788,17817,17926,18075,17798,17909,17815,17897,17942,17810,17847,17879
"    ""35-1011""",Chefs and Head Cooks,36734,23353,28897,44085,38312,43788,40694,28338,39471,36558,36030,38502,28433,0,36344,35325,35232,50562,36159,40143,0,53267,30809,0,20572,0
"    ""35-1012""",First-Line Supervisors of Food Preparation and Serving Workers,24305,21842,25837,27576,22221,20285,24164,24776,24551,21870,24882,22791,20169,21016,23406,23470,29367,24364,20351,25697,23374,22483,24291,18416,24731,26061
"    ""35-2011""","Cooks, Fast Food",17841,17972,0,18052,18223,18096,0,17937,17831,17640,17772,17954,18392,17763,17632,17964,17828,18280,17730,18199,0,18491,18043,18135,18121,18123
"    ""35-2012""","Cooks, Institution and Cafeteria",20077,19507,21735,23569,18518,19067,21451,20893,21108,19986,19549,18327,17618,17796,21218,18042,22118,22212,18195,24434,18327,21018,20602,20227,19933,19142
"    ""35-2014""","Cooks, Restaurant",19747,20800,21985,20793,21091,17782,19422,18329,20789,17993,18853,18628,17619,17584,21634,18241,21256,20585,17893,20735,19824,18470,20791,18390,17917,21918
"    ""35-2015""","Cooks, Short Order",18058,17493,20010,21428,18541,17871,20326,17981,18094,18138,17998,17445,17541,17443,19661,17502,0,0,17960,18524,19972,0,20692,0,0,18567
"    ""35-2019""","Cooks, All Other",18010,0,0,0,22603,18418,0,17560,21630,18216,18023,0,0,0,0,18428,0,0,0,24080,0,0,17447,0,0,0
"    ""35-2021""",Food Preparation Workers,18215,18572,18444,19678,17749,17865,19034,21156,19459,17729,17869,19412,19736,17774,18130,18453,20670,18617,22065,20719,17982,18196,18145,18208,20131,0
"    ""35-3011""",Bartenders,17734,17538,17842,17607,17872,17858,17783,17791,17696,17866,17736,17650,17809,18276,17684,17709,17796,17450,17725,17828,17811,18256,17976,17932,17759,17542
"    ""35-3023""",Fast Food and Counter Workers,17835,17984,17870,18975,17815,17805,17689,17957,17807,17829,17884,17685,17819,17836,17847,17864,19014,20380,18016,18243,17775,17731,17900,17545,17898,17836
"    ""35-3031""",Waiters and Waitresses,17693,17546,17675,17572,17800,17673,17697,17743,17730,17655,17636,17813,17665,17660,17629,17748,17899,17590,17663,17730,17801,17775,17903,18050,17606,17771
"    ""35-3041""","Food Servers, Nonrestaurant",18208,19934,22590,20513,17932,18139,17713,18539,19380,17730,18537,17878,17334,18257,17897,18034,26130,18209,17924,18300,18417,18132,17660,0,17866,17799
"    ""35-9011""",Dining Room and Cafeteria Attendants and Bartender Helpers,17755,19610,17491,17828,17740,17671,18136,17669,17744,17726,17765,18004,17627,0,17701,17759,17916,17448,17527,17865,17823,17990,17781,17482,17521,18083
"    ""35-9021""",Dishwashers,17754,17874,18306,19838,17813,17701,18254,17653,17806,17640,17683,17855,17610,17792,17732,17780,19783,21521,17772,17769,18081,18513,17749,17742,19644,18502
"    ""35-9031""","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",17937,17557,18278,18203,0,17670,18399,17795,17986,17922,17943,18059,17602,17893,17773,17587,18008,17870,18004,17913,18019,18084,17854,18191,17852,17670
"    ""35-9099""","Food Preparation and Serving Related Workers, All Other",18334,26847,0,19687,0,0,0,20676,18275,20362,20875,0,0,17967,21408,0,0,34105,0,18555,0,0,0,0,0,0
"    ""37-0000""",Building and Grounds Cleaning and Maintenance Occupations,20484,21158,20773,22522,19085,17907,21138,18845,22082,17702,20259,21348,17682,18561,18973,18102,21234,21029,18697,20705,21032,20681,19021,19368,20960,19698
"    ""37-1011""",First-Line Supervisors of Housekeeping and Janitorial Workers,28246,29883,32618,32249,19770,31297,34537,33145,32935,23066,26590,26206,20283,29450,34285,24009,28820,37880,24065,29831,21583,25179,30982,24174,31814,31123
"    ""37-1012""","Supervisors of Landscaping, Lawn Service & Groundskeeping Workers",37442,37458,37018,35675,36434,31503,36559,34953,41605,28187,39081,36636,34214,34247,40538,27990,38423,37299,32750,43237,37764,35226,38969,28425,29871,35932
"    ""37-2011""","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",20171,21954,21813,23353,19249,18593,20104,20103,21530,17641,19556,22293,17650,18993,18580,18123,19869,19596,18501,20771,21087,21617,18114,18620,21359,20009
"    ""37-2012""",Maids and Housekeeping Cleaners,18581,18182,17840,19073,17997,17759,20675,17968,21405,17827,18598,17919,17712,17881,18163,17729,22209,21695,18030,19231,20910,18384,17890,17886,17994,17627
"    ""37-2019""","Building Cleaning Workers, All Other",24850,0,0,0,0,0,0,0,0,0,25532,0,0,0,0,0,0,0,0,18216,0,0,0,0,0,0
"    ""37-2021""",Pest Control Workers,27367,27377,0,34420,28477,18224,27919,24602,31100,21665,29059,27988,0,23678,26671,21932,33907,0,0,24919,17389,30809,24976,0,32893,23395
"    ""37-3011""",Landscaping and Groundskeeping Workers,24606,21688,21578,27658,21211,17740,25199,20993,27361,17791,24864,23336,22489,20313,20678,19153,25374,27410,20254,25279,22158,22942,23500,22668,22521,22364
"    ""37-3012""","Pesticide Handlers, Sprayers, and Applicators, Vegetation",26566,0,0,30853,0,0,0,35907,43903,28582,30865,0,0,0,18216,0,0,0,0,32058,0,0,0,0,33496,0
"    ""37-3013""",Tree Trimmers and Pruners,33030,0,0,34217,0,0,0,0,31779,0,33797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""37-3019""","Grounds Maintenance Workers, All Other",19201,0,0,28032,0,0,0,0,28310,34220,26383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-0000""",Personal Care and Service Occupations,18203,18001,18026,20129,17777,17955,17834,17786,18595,17929,18131,17729,17755,17836,17701,17951,20182,19060,17830,18638,17808,17609,18159,18043,17809,17980
"    ""39-1013""",First-Line Supervisors of Gambling Services Workers,28618,0,0,0,0,0,0,0,45234,0,0,0,0,0,0,0,0,0,0,26276,0,0,0,0,0,0
"    ""39-1098""","Suprs of Personal Svc & Entertainment & Rec Wkrs, Ex Gambling Svcs",25586,23538,28384,30729,26200,25544,29381,26657,27229,22611,25088,17514,24022,21660,23857,24570,24211,30064,24538,25955,29828,33492,33116,25704,30573,23707
"    ""39-2011""",Animal Trainers,21827,0,0,22798,0,0,0,22840,22049,18259,22965,0,0,0,0,0,0,0,0,22534,0,0,0,0,0,0
"    ""39-2021""",Animal Caretakers,19274,19543,20329,21611,17709,18822,18408,19025,19819,18035,18331,17704,20662,17831,21005,19395,21395,21473,17848,21256,18127,0,18001,19661,19172,18271
"    ""39-3011""",Gambling Dealers,18885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-3012""",Gambling and Sports Book Writers and Runners,19434,0,0,18690,0,17676,0,0,28135,0,0,18321,0,0,0,0,0,0,0,20003,0,0,0,0,0,0
"    ""39-3019""","Gambling Service Workers, All Other",18151,0,0,0,0,0,18270,0,18159,0,0,33163,0,0,17950,18399,0,0,0,0,0,0,0,0,20947,0
"    ""39-3021""",Motion Picture Projectionists,21094,0,0,32776,0,0,0,0,0,0,20952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-3031""","Ushers, Lobby Attendants, and Ticket Takers",17947,0,18762,20029,17513,0,25212,18106,18188,17908,18456,17820,17905,0,17553,18157,18290,20979,18489,17613,0,0,0,0,0,0
"    ""39-3091""",Amusement and Recreation Attendants,17725,17744,0,17718,17658,17875,17907,17724,17838,18004,17625,17543,0,17528,17480,17838,18502,17377,17570,17754,17554,17573,17604,18187,17966,17753
"    ""39-3092""",Costume Attendants,21838,0,0,0,0,0,0,0,20335,0,29100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-3093""","Locker Room, Coatroom, and Dressing Room Attendants",21544,0,0,20533,0,0,0,0,21798,0,21632,0,0,0,0,0,0,0,0,22875,0,0,0,0,0,0
"    ""39-3099""","Entertainment Attendants and Related Workers, All Other",20895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-4011""",Embalmers,27823,0,0,0,0,0,0,0,21885,0,33859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-4021""",Funeral Attendants,20106,0,0,0,20102,22100,21628,0,0,0,0,23625,0,24234,0,0,0,0,0,0,0,0,0,20549,0,17580
"    ""39-4031""","Morticians, Undertakers, and Funeral Arrangers",31582,48015,24464,0,0,0,0,0,31854,0,0,46654,0,43339,0,0,0,0,0,28227,0,0,0,0,30152,0
"    ""39-5011""",Barbers,23083,0,0,0,0,0,0,0,22962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-5012""","Hairdressers, Hairstylists, and Cosmetologists",18020,18810,18050,19546,18281,18415,18690,19813,17936,18245,17979,17740,17881,18904,18235,17621,22574,18484,18175,19960,32468,21093,18518,18510,17867,18441
"    ""39-5091""","Makeup Artists, Theatrical and Performance",33984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-5092""",Manicurists and Pedicurists,21876,0,0,23394,0,0,0,21542,29761,0,22481,29362,0,0,0,0,0,0,0,18606,0,0,0,0,0,0
"    ""39-5093""",Shampooers,18183,0,0,0,0,0,0,0,0,0,18216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-5094""",Skincare Specialists,21770,0,0,25875,0,0,0,0,21751,21537,19959,23307,26511,17849,0,19251,19196,0,0,23619,0,0,0,0,0,0
"    ""39-6011""",Baggage Porters and Bellhops,17938,0,0,17942,0,0,0,0,19279,18832,17770,0,0,0,0,17815,0,0,0,17739,0,0,0,0,0,0
"    ""39-6012""",Concierges,24694,0,0,24669,0,0,0,0,27305,0,23280,0,0,0,0,0,0,0,0,24157,0,0,23063,0,0,0
"    ""39-7010""",Tour and Travel Guides,19686,0,0,21108,0,0,0,17528,18679,23549,20020,0,0,0,0,0,0,0,0,21383,0,0,0,0,19931,0
"    ""39-9011""",Childcare Workers,17791,17780,17800,20222,17594,17765,17753,17787,18048,17740,17808,17659,17571,17634,17690,18110,18643,20741,17442,17878,17617,17384,18224,17915,17468,17807
"    ""39-9031""",Exercise Trainers and Group Fitness Instructors,22241,20190,19518,21661,21540,19025,17554,29981,27555,19348,24602,28511,20583,25680,20182,23445,23209,20939,17520,17817,18591,0,19522,21333,20168,21035
"    ""39-9032""",Recreation Workers,18183,18160,18999,19679,20999,17889,17905,17555,18221,20520,19035,18286,19753,21000,18319,17894,25058,18659,18486,18864,17971,17518,17486,22406,22329,18082
"    ""39-9041""",Residential Advisors,20480,27441,18111,25837,21987,21124,24235,18559,21224,21043,20945,0,0,24387,18149,22162,0,23267,0,18245,0,29015,20203,0,0,0
"    ""39-9098""","Crematory Operators and Personal Care and Service Workers, All Other",18234,0,0,18250,21534,0,0,21429,18422,18637,18307,0,0,0,0,19473,0,0,0,18009,0,0,0,0,0,0
"    ""41-0000""",Sales and Related Occupations,20991,19667,20173,23093,20453,18265,20254,20681,21524,18337,21100,20176,19744,19623,19694,19890,24553,23850,19256,21472,20469,19269,19972,19565,20531,19357
