SOC,SOC Title,Statewide,Abilene,Amarillo,Austin-Round Rock,Beaumont-Port Arthur,Brownsville-Harlingen,College Station-Bryan,Corpus Christi,Dallas-Fort Worth-Arlington,El Paso,Houston-The Woodlands-Sugarland,Killeen-Temple,Laredo,Longview,Lubbock,McAllen-Edinburg-Mission,Midland,Odessa,San Angelo,San Antonio-New Braunfels,Sherman-Denison,Texarkana,Tyler,Victoria,waco,Wichita Falls
"    ""29-1051""",Pharmacists,140038,134081,134008,145113,134564,159046,139434,145834,133513,144239,138423,138484,161322,145043,155281,160907,150047,158120,142155,138964,142620,148701,138130,151119,153896,133543
"    ""29-1071""",Physician Assistants,133247,123171,126504,129060,124377,140486,124957,0,124864,120517,156564,130161,109568,140073,129119,146309,146908,120758,127918,111175,89773,133384,135696,130679,129685,127229
"    ""29-1081""",Podiatrists,198501,0,0,186518,0,0,0,0,138668,201456,257901,0,0,0,0,0,0,0,0,141908,0,0,0,0,0,0
"    ""29-1122""",Occupational Therapists,102085,114714,109510,97548,103332,94163,103393,115034,101706,98191,105557,101121,117792,105370,101957,114938,107437,97399,89714,86401,87990,107056,106617,112897,97660,101008
"    ""29-1123""",Physical Therapists,105747,112207,100048,95865,111025,110620,91968,101225,110703,108527,102481,97297,125134,103383,95266,127053,121210,94209,104936,100823,105902,0,105109,0,104925,101828
"    ""29-1124""",Radiation Therapists,105362,0,0,0,88741,0,0,108542,100993,0,104040,113373,0,0,0,0,0,0,0,113047,0,0,0,0,0,0
"    ""29-1125""",Recreational Therapists,51666,40286,71774,50887,41904,0,47445,43071,52749,58255,53256,53419,0,0,53956,32892,0,0,0,56755,40891,0,43689,0,69889,0
"    ""29-1126""",Respiratory Therapists,67043,60021,60417,65373,60367,67451,0,63668,70684,63084,67758,58639,0,61829,63843,67175,66462,0,64974,66100,0,0,0,68843,63431,0
"    ""29-1127""",Speech-Language Pathologists,88465,100313,90011,91588,110404,81397,119918,104043,82108,87740,84097,83862,107924,84921,85586,90974,85483,90763,93058,100729,68569,100384,90384,84073,81732,89810
"    ""29-1128""",Exercise Physiologists,57369,0,0,48008,0,0,0,0,55610,0,61439,62165,0,0,41719,0,0,0,0,59837,0,0,0,0,0,0
"    ""29-1129""","Therapists, All Other",77411,0,0,84107,0,0,0,0,69984,75299,91553,0,0,0,89214,0,0,0,0,83442,0,0,0,0,0,0
"    ""29-1131""",Veterinarians,146442,117768,89494,122011,176934,128449,88011,155547,129057,144466,206438,114852,110874,134770,177873,148037,120533,148658,118231,123841,203011,121094,104845,0,101293,0
"    ""29-1141""",Registered Nurses,86352,73925,77367,81445,77739,83215,77884,76140,86637,80712,94035,87211,86504,69556,79700,87237,78451,77576,70836,84521,73901,0,71003,85772,77102,74631
"    ""29-1151""",Nurse Anesthetists,203436,0,0,0,0,0,0,0,194117,0,207090,169704,0,0,0,0,0,0,0,0,0,184267,0,0,187410,0
"    ""29-1161""",Nurse Midwives,122526,0,0,0,0,0,0,0,112557,0,128426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1171""",Nurse Practitioners,131413,147100,114788,126849,113880,132982,123026,123191,132706,122284,139876,122193,137781,125373,115277,128038,133835,117330,128380,118771,128062,132872,110866,116171,131947,126390
"    ""29-1181""",Audiologists,102711,79445,0,90031,0,0,0,182993,104785,0,97629,100828,0,0,112950,0,0,0,0,104764,0,0,78261,0,0,0
"    ""29-1211""",Anesthesiologists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297341,0,0,0,0,0,0
"    ""29-1215""",Family Medicine Physicians,268131,302066,0,265997,238290,0,0,0,255471,247748,272524,269069,0,0,185583,264729,0,0,0,284663,0,0,284901,0,275110,293532
"    ""29-1216""",General Internal Medicine Physicians,266685,290217,331194,0,0,117424,283047,0,0,0,258254,0,257624,0,309214,0,0,0,0,0,0,0,199286,0,254426,0
"    ""29-1218""",Obstetricians and Gynecologists,257477,0,0,0,0,0,0,0,214490,0,275616,0,0,0,0,0,0,0,0,211930,0,0,0,0,0,0
"    ""29-1221""","Pediatricians, General",210626,0,0,220735,0,0,0,0,246346,180387,190727,0,0,0,0,191498,0,0,0,172427,0,0,0,0,0,0
"    ""29-1223""",Psychiatrists,248442,0,0,212480,0,246576,0,0,285505,284822,181722,290151,0,0,0,0,0,0,0,282667,0,0,0,0,0,0
"    ""29-1228""","Physicians, All Other; and Ophthalmologists, Except Pediatric",278994,0,0,279558,0,279974,0,180365,268217,290988,269887,0,0,0,0,273708,0,0,0,286516,109523,0,0,0,293704,301765
"    ""29-1248""","Surgeons, Except Ophthalmologists",0,0,0,0,0,256440,0,0,272023,0,300639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1292""",Dental Hygienists,83077,77607,77933,83068,77802,74789,78589,64597,88097,69898,81483,77134,87407,73298,79529,84309,76537,79554,74375,78766,92502,87033,77331,78150,83349,80826
"    ""29-1298""","Acupuncturists & Healthcare Diagnosing or Treating Practnrs, AO",100691,0,0,166033,0,0,0,0,88477,0,82810,0,0,0,0,0,0,0,0,103222,0,0,0,0,0,0
"    ""29-2010""",Clinical Laboratory Technologists and Technicians,62326,48381,54991,59118,58472,52201,60771,49760,65005,56187,64994,66159,54651,57995,60405,50503,61596,65599,60774,59004,56169,0,51624,60109,60406,57074
"    ""29-2031""",Cardiovascular Technologists and Technicians,70867,0,0,74896,68570,79066,0,71645,69479,79035,74650,51273,0,0,57029,67694,0,0,0,68437,64190,65888,0,74604,0,0
"    ""29-2032""",Diagnostic Medical Sonographers,80534,72244,75424,81181,68765,78548,0,74562,82036,80358,80423,77748,0,80855,79372,79576,79922,81168,93309,76491,78798,76553,69043,80837,83787,65122
"    ""29-2033""",Nuclear Medicine Technologists,86533,0,75428,85414,0,0,0,81516,89432,88077,87530,81602,0,0,98921,77520,0,0,0,0,0,0,0,0,0,0
"    ""29-2034""",Radiologic Technologists and Technicians,69267,73061,66783,66291,58368,70853,59991,87357,69838,65288,72181,66364,63440,67009,65722,64019,68517,68676,68606,67541,68250,0,61725,64479,66938,59078
"    ""29-2035""",Magnetic Resonance Imaging Technologists,82274,78481,0,82500,60851,76561,83748,82575,84036,76978,83455,79801,0,79383,82654,72625,0,0,90700,78149,0,0,77771,0,0,0
"    ""29-2040""",Emergency Medical Technicians and Paramedics,44105,41187,41523,60586,39687,34429,48397,53590,43181,35177,43369,42612,38894,34692,44961,39228,49204,46697,0,44603,40306,32536,38464,46610,0,34987
"    ""29-2051""",Dietetic Technicians,35875,28794,32391,39030,30407,0,0,0,33112,33253,41287,0,0,0,36183,0,0,0,0,35722,0,0,0,0,26829,23298
"    ""29-2052""",Pharmacy Technicians,41010,39254,40760,40590,35437,40447,39799,38634,42018,39600,40862,42078,37112,37067,39431,38572,41967,43108,39059,41935,38293,34197,37101,40207,42744,38666
"    ""29-2053""",Psychiatric Technicians,38590,0,31681,36827,0,0,0,0,38065,28543,39147,35709,0,0,0,0,0,0,32576,42003,0,0,0,0,0,0
"    ""29-2055""",Surgical Technologists,56950,45390,51772,59152,52925,58503,51402,53151,58768,53717,60920,50949,45773,59712,53180,56776,57081,58296,0,47149,54350,50554,50331,0,48110,0
"    ""29-2056""",Veterinary Technologists and Technicians,38316,36431,33749,34251,36465,38016,40790,32606,40798,34238,40331,30265,0,34079,36623,36389,34527,34404,28201,41108,33558,27792,32382,35385,32072,0
"    ""29-2057""",Ophthalmic Medical Technicians,38543,36363,36462,38075,31284,37037,38813,36671,39059,39273,39152,40211,0,35945,34984,32824,0,0,35266,39574,0,37016,43025,31952,38472,32371
"    ""29-2061""",Licensed Practical and Licensed Vocational Nurses,53056,47984,49674,53985,47814,49228,52602,51974,56791,53284,55180,50490,52721,49259,53206,53370,56192,51371,48554,50864,53440,43509,51219,43627,53036,43799
"    ""29-2081""","Opticians, Dispensing",40752,32668,39488,42882,33321,30220,48678,30316,42578,33609,42803,31992,31577,31631,35512,38515,42070,42654,34045,35759,36941,36793,36309,33662,32459,41750
"    ""29-2091""",Orthotists and Prosthetists,77421,0,0,73538,0,0,0,0,74645,0,77587,0,0,0,0,0,0,0,0,70934,0,0,0,0,0,0
"    ""29-2092""",Hearing Aid Specialists,63764,0,0,47533,0,0,0,0,69036,0,49077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-2098""","Medical Dosimetrists, Medical Recrds Specs, & Health Technols & Techs, AO",51587,47967,47670,45158,43834,44136,52915,41570,53756,46862,56398,53826,42443,50978,46485,46799,46294,47409,42868,51470,38059,42346,53526,50860,52604,49142
"    ""29-9091""",Athletic Trainers,68426,57616,80606,61238,67342,65155,67099,68960,65430,0,78967,59579,65614,62685,53452,67604,0,0,0,66427,0,0,0,0,64401,0
"    ""29-9092""",Genetic Counselors,98951,0,0,0,0,0,0,0,89364,0,80220,0,0,0,0,0,0,0,0,107412,0,0,0,0,0,0
"    ""29-9098""","Health Info Technols, Med Regs, Surg Assts&Health Practners&Tech Wkrs, AO",77776,53180,91781,55361,88054,75969,54721,0,89718,67329,75847,57902,102634,51578,60775,69928,52949,0,0,0,73546,58456,80417,53508,62764,53241
"    ""31-0000""",Healthcare Support Occupations,31539,28781,32920,37044,27277,25166,31667,28011,35814,25358,32441,33967,26165,30387,30421,25078,36364,33265,31410,31769,30526,29175,31052,29620,30488,29316
"    ""31-1120""",Home Health and Personal Care Aides,23702,21520,23232,25585,20171,23610,23932,22894,24453,19374,22777,22428,22694,25299,22232,23580,25642,0,21081,24993,27953,22864,26760,24811,24227,25350
"    ""31-1131""",Nursing Assistants,32141,27212,32228,32745,31135,31140,29171,31372,34192,29408,32504,31832,28024,27429,31676,27398,34731,32575,31275,32072,30627,27129,27233,27842,31551,26890
"    ""31-1132""",Orderlies,29419,0,0,30321,0,0,27127,27236,29502,0,30868,0,0,0,23571,30209,0,27650,0,30939,0,0,0,0,0,0
"    ""31-1133""",Psychiatric Aides,30235,0,0,32431,0,0,0,0,30151,26697,29705,0,0,0,0,0,0,0,0,31189,0,0,25065,0,0,0
"    ""31-2011""",Occupational Therapy Assistants,81121,0,68382,80668,0,76806,69359,78315,0,64266,92511,71704,72801,75200,80067,100013,0,0,68590,70734,0,66326,75313,0,72307,0
"    ""31-2012""",Occupational Therapy Aides,34455,0,0,0,0,0,0,0,34383,25000,0,0,0,0,0,23536,0,0,0,0,0,0,0,0,0,0
"    ""31-2021""",Physical Therapist Assistants,81455,70105,75210,77597,78664,72333,69060,74068,0,71767,96812,76066,86963,81862,67997,90860,79843,77505,0,79494,65557,78060,80892,83609,79673,72316
"    ""31-2022""",Physical Therapist Aides,30889,29380,25036,30296,29894,26752,25391,31198,31063,27311,34167,50460,26499,30200,25989,23150,30539,26372,31068,29666,29704,30404,42143,0,28684,25280
"    ""31-9011""",Massage Therapists,51161,0,59519,56814,0,0,73514,60810,51621,46335,47083,43231,0,0,43519,0,0,0,0,50121,0,0,0,46078,54602,45862
"    ""31-9091""",Dental Assistants,44333,41181,37988,46088,38949,39231,42043,38909,47888,39249,42119,45204,43115,39476,43063,41125,42184,40091,34768,43416,41223,39898,43652,43958,39896,45720
"    ""31-9092""",Medical Assistants,37256,34531,34207,39549,34468,32667,33222,32540,38822,29055,40459,35917,28746,35262,33561,30980,38170,44269,35258,34251,37234,33726,34459,31821,35844,31713
"    ""31-9093""",Medical Equipment Preparers,40839,34712,33620,38613,36624,42009,41117,0,42148,40173,42241,44249,0,38558,40239,35889,38893,0,0,38699,36381,0,33018,0,34155,33315
"    ""31-9094""",Medical Transcriptionists,42787,41384,0,0,43756,29211,35634,0,48327,36486,49946,38040,0,0,46234,42374,51351,38622,0,29017,0,0,31223,0,45047,39823
"    ""31-9095""",Pharmacy Aides,31867,0,29464,27068,21153,0,0,24948,30569,26733,37347,33275,24849,0,25787,27719,0,0,0,29983,0,25557,26282,0,0,22893
"    ""31-9096""",Veterinary Assistants and Laboratory Animal Caretakers,29887,0,30942,30757,0,0,28889,25884,30739,30336,30367,25093,0,30732,29099,0,26843,0,0,27910,33549,27197,21981,0,0,0
"    ""31-9097""",Phlebotomists,38605,39133,36873,40932,37903,29463,38918,37263,39433,34838,40403,34214,41880,34035,35723,32679,36101,0,0,37316,0,31770,31710,0,36624,32305
"    ""31-9099""","Healthcare Support Workers, All Other",51469,30098,43357,55014,39140,39832,30031,56904,51379,52054,52143,52221,58107,46771,44933,44074,33407,0,52278,57495,48382,53380,46360,0,53049,31320
"    ""33-0000""",Protective Service Occupations,60354,54475,60945,65961,59960,59793,60007,57270,62703,64778,57483,51393,74147,52421,60839,61936,69333,0,64104,59604,56316,51546,61494,62192,62132,53255
"    ""33-1011""",First-Line Supervisors of Correctional Officers,60505,52187,0,90062,0,76774,67916,59698,76883,0,60865,53050,0,0,0,0,0,0,65694,71772,0,56538,0,0,58270,0
"    ""33-1012""",First-Line Supervisors of Police and Detectives,107633,103830,102572,110358,102004,109308,97983,121020,113254,153010,114103,84229,121979,80621,105762,96687,112776,92804,120098,109216,78246,85795,112508,87105,108262,68186
"    ""33-1021""",First-Line Supervisors of Firefighting and Prevention Workers,92218,0,107819,99484,86223,77500,0,76821,105749,81958,87977,89977,0,87347,81366,63371,0,0,0,0,63278,83543,0,0,90359,91890
"    ""33-1090""","Miscellaneous First-Line Supervisors, Protective Service Workers",62253,0,64601,59049,76967,48214,71633,65446,66566,59671,55888,63541,54325,50563,73198,54040,60459,0,66341,59028,0,64498,58696,0,47526,67650
"    ""33-2011""",Firefighters,65929,0,74630,82908,67457,50086,0,50873,73235,56288,62161,53805,59768,70948,0,39355,0,0,59710,60266,0,57050,72468,0,79382,52373
"    ""33-2021""",Fire Inspectors and Investigators,79134,0,0,65182,0,0,0,0,81538,53003,80019,0,0,0,0,64096,0,0,0,78177,0,0,0,0,0,0
"    ""33-2022""",Forest Fire Inspectors and Prevention Specialists,70370,0,0,0,0,0,0,0,74752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""33-3011""",Bailiffs,61771,0,0,58363,0,0,49964,0,65361,0,63885,0,0,0,0,0,0,0,59412,50707,0,0,0,0,0,0
"    ""33-3012""",Correctional Officers and Jailers,48209,43614,44922,54777,0,43106,50395,38860,56124,0,49284,43829,50037,36613,45630,0,0,0,0,48712,0,45435,0,0,47337,43342
"    ""33-3021""",Detectives and Criminal Investigators,98580,68165,83382,93209,76706,97655,57236,100781,113361,100245,119158,65475,97350,53360,80482,0,99831,76432,110068,93201,118735,75822,89922,68027,91756,70828
"    ""33-3031""",Fish and Game Wardens,72486,0,0,0,0,0,0,68535,72949,0,73300,0,0,0,0,0,0,0,0,73165,0,0,0,0,0,0
"    ""33-3041""",Parking Enforcement Workers,37346,0,0,42539,0,0,0,0,45594,29780,36966,0,0,0,0,0,0,0,0,32470,0,0,0,0,0,0
"    ""33-3051""",Police and Sheriff's Patrol Officers,75414,74779,76750,86800,75812,62142,72724,70579,82594,73390,76129,65645,78915,66626,70593,59443,72477,68336,67427,69149,66712,56394,72787,62475,71953,68708
"    ""33-3052""",Transit and Railroad Police,75805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""33-9011""",Animal Control Workers,42121,0,39494,43088,45463,30314,44383,37937,44797,0,45427,35873,0,0,41074,31108,0,0,0,42852,0,0,40099,0,38529,29778
"    ""33-9021""",Private Detectives and Investigators,83796,0,0,72495,0,36165,0,0,0,48837,61063,0,0,0,0,55630,0,0,0,74369,0,0,0,0,58895,0
"    ""33-9032""",Security Guards,36872,33966,41109,37691,31635,27656,29584,35234,38903,31306,34945,38468,25780,33030,35126,31018,42311,38643,36303,39262,29368,32972,40914,43791,50181,39476
"    ""33-9091""",Crossing Guards and Flaggers,28450,0,0,26837,33879,23527,0,26385,29219,22685,28953,21528,0,0,21224,27648,0,0,0,30630,0,24086,24747,0,25756,0
"    ""33-9092""","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",25733,0,21977,28341,28246,23350,0,21739,26794,24048,24838,21885,25244,0,24887,19770,25885,0,20953,25321,0,0,21163,0,0,0
"    ""33-9093""",Transportation Security Screeners,47769,45521,43835,47092,0,44344,40938,43009,46825,0,50210,43298,46037,0,44843,46193,51230,0,44018,43498,0,40791,0,0,43451,0
"    ""33-9098""","School Bus Monitors and Protective Service Workers, All Other",32884,0,30543,32899,40896,25605,0,0,33802,31395,30761,29740,25884,30758,39656,0,0,30300,32053,34291,39449,31239,26979,27977,46225,0
"    ""35-0000""",Food Preparation and Serving Related Occupations,27070,25631,26212,30374,24729,22629,25748,25903,27332,23893,27379,25242,23424,24168,25300,25079,27936,27717,23810,28333,25668,25873,27060,24032,25897,24821
"    ""35-1011""",Chefs and Head Cooks,67527,41525,50513,71204,78598,77170,68032,48146,68009,60398,68226,68640,41192,0,64269,50508,73735,71099,62300,66384,0,67831,58316,0,51326,0
"    ""35-1012""",First-Line Supervisors of Food Preparation and Serving Workers,42313,37151,41270,49172,34475,33496,37739,39661,42921,33590,42049,37823,36394,37419,38661,37116,49002,43717,33004,45445,41914,39094,40485,34332,45798,41491
"    ""35-2011""","Cooks, Fast Food",23958,20609,0,25161,20058,19937,0,26806,23455,24495,24941,24314,24087,22419,23810,23462,25512,24205,20245,25312,0,22171,21855,18491,22316,21980
"    ""35-2012""","Cooks, Institution and Cafeteria",29592,28281,28040,32166,26113,25483,32092,27103,31013,32492,29103,27901,26640,24690,28712,26805,35660,27747,24392,32052,27676,26317,27498,28488,26933,27644
"    ""35-2014""","Cooks, Restaurant",28700,27575,28623,30621,28229,21993,25361,28029,30149,26231,28092,26172,22695,26292,29209,26503,30259,30653,28577,28088,29430,26266,30545,26992,26410,25411
"    ""35-2015""","Cooks, Short Order",24703,19603,26444,32048,20641,22609,30133,24225,24312,19341,23741,22061,19225,23826,26634,22726,0,0,24119,25206,26763,0,27532,0,0,22475
"    ""35-2019""","Cooks, All Other",26573,0,0,0,24731,20593,0,24927,32737,21169,24069,0,0,0,0,28578,0,0,0,36875,0,0,19427,0,0,0
"    ""35-2021""",Food Preparation Workers,28000,27778,26156,30770,27228,26886,28135,30731,28202,20856,26988,29385,28315,22458,25628,29429,32311,29275,33728,31132,23365,24210,22449,24307,27257,0
"    ""35-3011""",Bartenders,27413,25411,21378,31765,26350,21992,22544,23324,24736,26386,28282,25114,25912,32322,22713,23961,29472,23950,20974,29055,26193,25826,36079,28008,24893,21999
"    ""35-3023""",Fast Food and Counter Workers,23939,23393,23111,25881,20293,20642,22631,23277,25362,20430,23573,21103,20252,22058,21541,23653,25623,25982,22594,25225,22323,23298,22355,20224,23515,22064
"    ""35-3031""",Waiters and Waitresses,23212,24228,19479,26824,23648,18137,22151,21693,20775,22153,26860,22201,24653,21450,19720,19034,20018,19526,19117,22401,22719,24060,24890,24522,20414,20940
"    ""35-3041""","Food Servers, Nonrestaurant",26514,24964,26075,25163,19481,26746,25681,24806,28584,27856,26928,24666,22927,20091,23092,19808,29405,21378,20870,27503,21402,21672,24439,0,20978,21408
"    ""35-9011""",Dining Room and Cafeteria Attendants and Bartender Helpers,23256,24342,20290,25942,21024,19128,22888,22703,23295,20369,23412,22772,19208,0,22888,18478,22237,24318,19600,22998,25180,23349,21442,21466,23125,20491
"    ""35-9021""",Dishwashers,24052,22667,23206,26227,23916,20110,23904,24105,24557,20310,23754,21959,19326,22219,24555,19457,26130,26168,21426,24948,23998,24189,23753,22367,24737,26748
"    ""35-9031""","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",23644,21712,25495,25702,0,20250,26999,22297,23364,21235,24227,24435,19018,20930,23621,20422,22601,22738,22370,23116,21413,22838,20756,21676,22070,22509
"    ""35-9099""","Food Preparation and Serving Related Workers, All Other",27171,35323,0,31877,0,0,0,23665,22201,35580,32290,0,0,26073,26832,0,0,35613,0,28860,0,0,0,0,0,0
"    ""37-0000""",Building and Grounds Cleaning and Maintenance Occupations,32726,29454,33411,34977,30713,27161,33182,29714,36315,25988,32072,30818,26870,28840,29023,28698,33508,34765,27530,31035,31546,28445,30875,28991,29972,30096
"    ""37-1011""",First-Line Supervisors of Housekeeping and Janitorial Workers,48404,44947,48457,51694,33155,45058,55532,43776,54546,42517,45986,49034,37274,39367,43400,44929,41812,60834,43819,45247,39963,41225,44835,35549,50160,52829
"    ""37-1012""","Supervisors of Landscaping, Lawn Service & Groundskeeping Workers",59982,51250,61860,59418,58108,45232,51011,51763,66820,46196,59988,52147,54293,49291,50841,47410,62265,49147,50952,55086,56467,46543,50318,51306,51641,58627
"    ""37-2011""","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",30548,28733,34779,33548,31735,26548,31544,28529,33681,25394,29273,28901,25415,26537,26675,27596,29754,36460,26135,29432,32347,27496,28997,27141,27380,27010
"    ""37-2012""",Maids and Housekeeping Cleaners,26083,25263,23191,25600,23034,23162,26975,22681,26902,21493,26389,26194,22121,22589,24657,21398,29351,25253,22500,27307,26279,22886,22058,24156,23953,22949
"    ""37-2019""","Building Cleaning Workers, All Other",36221,0,0,0,0,0,0,0,0,0,36425,0,0,0,0,0,0,0,0,23494,0,0,0,0,0,0
"    ""37-2021""",Pest Control Workers,46599,37456,0,41308,42854,34138,39877,47015,55354,36080,44231,42933,0,34582,47881,35378,42433,0,0,38374,35902,41693,41063,0,51701,38793
"    ""37-3011""",Landscaping and Groundskeeping Workers,34609,28715,30790,34976,29937,25306,33058,32911,37756,26093,33413,33930,29887,32152,29373,28203,39338,37726,28472,32162,31415,31885,31720,28328,31859,34891
"    ""37-3012""","Pesticide Handlers, Sprayers, and Applicators, Vegetation",41298,0,0,52341,0,0,0,37570,48158,37758,42974,0,0,0,27895,0,0,0,0,40277,0,0,0,0,47035,0
"    ""37-3013""",Tree Trimmers and Pruners,40514,0,0,41232,0,0,0,0,40000,0,40236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""37-3019""","Grounds Maintenance Workers, All Other",41883,0,0,60943,0,0,0,0,49548,46772,48304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-0000""",Personal Care and Service Occupations,34444,31527,30750,38559,31642,28839,30861,30673,36185,29875,34816,33209,28887,31087,35061,30217,31661,31938,28511,32618,29970,30070,32587,29564,32988,28265
"    ""39-1013""",First-Line Supervisors of Gambling Services Workers,66669,0,0,0,0,0,0,0,69227,0,0,0,0,0,0,0,0,0,0,77577,0,0,0,0,0,0
"    ""39-1098""","Suprs of Personal Svc & Entertainment & Rec Wkrs, Ex Gambling Svcs",52854,42189,47106,54470,45125,42397,58898,58822,56866,46521,53967,36831,47048,44556,43071,41177,47351,50772,54550,51418,47278,40296,58437,41439,47674,42187
"    ""39-2011""",Animal Trainers,37935,0,0,31898,0,0,0,31997,37880,34421,37045,0,0,0,0,0,0,0,0,27191,0,0,0,0,0,0
"    ""39-2021""",Animal Caretakers,28890,26582,26004,30861,26580,27318,24466,28204,28653,27964,27339,27358,25583,24750,35056,40246,28525,40300,28005,30834,24846,0,26857,27572,26563,21898
"    ""39-3011""",Gambling Dealers,29771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-3012""",Gambling and Sports Book Writers and Runners,33324,0,0,31563,0,20637,0,0,48536,0,0,19868,0,0,0,0,0,0,0,25768,0,0,0,0,0,0
"    ""39-3019""","Gambling Service Workers, All Other",38300,0,0,0,0,0,36557,0,35433,0,0,75100,0,0,22137,24446,0,0,0,0,0,0,0,0,65839,0
"    ""39-3021""",Motion Picture Projectionists,42168,0,0,44249,0,0,0,0,0,0,47069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-3031""","Ushers, Lobby Attendants, and Ticket Takers",29153,0,29198,35719,26601,0,28965,23345,28531,30301,28126,24690,25646,0,22336,27955,28881,36988,36223,32265,0,0,0,0,0,0
"    ""39-3091""",Amusement and Recreation Attendants,24329,24164,0,23712,22142,21066,28067,23977,25748,22941,24101,23500,0,23124,19885,20891,24485,25081,21611,23984,26050,24687,22892,21700,24803,23835
"    ""39-3092""",Costume Attendants,42654,0,0,0,0,0,0,0,45677,0,46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-3093""","Locker Room, Coatroom, and Dressing Room Attendants",33532,0,0,48252,0,0,0,0,32553,0,32913,0,0,0,0,0,0,0,0,29675,0,0,0,0,0,0
"    ""39-3099""","Entertainment Attendants and Related Workers, All Other",43633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-4011""",Embalmers,50183,0,0,0,0,0,0,0,41523,0,53125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-4021""",Funeral Attendants,30295,0,0,0,27112,31218,30991,0,0,0,0,30113,0,30453,0,0,0,0,0,0,0,0,0,23982,0,24025
"    ""39-4031""","Morticians, Undertakers, and Funeral Arrangers",65830,62824,81440,0,0,0,0,0,63113,0,0,60826,0,64914,0,0,0,0,0,54168,0,0,0,0,57505,0
"    ""39-5011""",Barbers,44265,0,0,0,0,0,0,0,36002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-5012""","Hairdressers, Hairstylists, and Cosmetologists",30591,35016,28499,39902,29276,25746,33794,31329,30988,26925,27973,29986,23546,29497,30415,27942,28369,22581,18464,30235,43053,28076,26294,24315,26175,31153
"    ""39-5091""","Makeup Artists, Theatrical and Performance",87326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-5092""",Manicurists and Pedicurists,33679,0,0,34436,0,0,0,29027,37255,0,26014,36499,0,0,0,0,0,0,0,29007,0,0,0,0,0,0
"    ""39-5093""",Shampooers,25505,0,0,0,0,0,0,0,0,0,25142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-5094""",Skincare Specialists,52977,0,0,50280,0,0,0,0,44776,43132,63448,85885,47683,32911,0,53615,31874,0,0,42848,0,0,0,0,0,0
"    ""39-6011""",Baggage Porters and Bellhops,28150,0,0,26000,0,0,0,0,30138,28879,26591,0,0,0,0,19453,0,0,0,28029,0,0,0,0,0,0
"    ""39-6012""",Concierges,37360,0,0,41045,0,0,0,0,39748,0,32364,0,0,0,0,0,0,0,0,37398,0,0,26071,0,0,0
"    ""39-7010""",Tour and Travel Guides,34936,0,0,38928,0,0,0,32866,30534,33122,36337,0,0,0,0,0,0,0,0,41283,0,0,0,0,39500,0
"    ""39-9011""",Childcare Workers,26157,22728,23450,28707,23213,23334,21684,22171,28336,19552,26144,23017,20170,22143,25890,23690,27458,28614,20921,25673,20447,23266,25566,21040,24442,21965
"    ""39-9031""",Exercise Trainers and Group Fitness Instructors,53672,38383,44900,54002,40407,40579,31472,49610,57166,33821,58257,46151,35154,55374,39769,49345,39933,39524,27120,46394,31802,0,33889,44298,45280,33377
"    ""39-9032""",Recreation Workers,30785,27875,26427,35825,39834,30513,27006,24226,30952,28494,32670,26514,32200,30628,28784,23930,35462,31511,25889,26843,26860,28523,31559,35187,46397,26071
"    ""39-9041""",Residential Advisors,34927,35695,22989,35392,33182,39028,26550,26163,38504,29142,35574,0,0,49963,36771,33827,0,27248,0,34544,0,33291,32553,0,0,0
"    ""39-9098""","Crematory Operators and Personal Care and Service Workers, All Other",34027,0,0,25480,41485,0,0,32620,37700,28643,38647,0,0,0,0,30300,0,0,0,29678,0,0,0,0,0,0
"    ""41-0000""",Sales and Related Occupations,54423,40606,44982,60634,54574,35716,41972,43496,58939,40021,58983,44577,36814,47609,47612,39853,60051,61352,42673,49487,45128,40104,44716,42010,43187,41440
