SOC,SOC Title,Statewide,Abilene,Amarillo,Austin-Round Rock,Beaumont-Port Arthur,Brownsville-Harlingen,College Station-Bryan,Corpus Christi,Dallas-Fort Worth-Arlington,El Paso,Houston-The Woodlands-Sugarland,Killeen-Temple,Laredo,Longview,Lubbock,McAllen-Edinburg-Mission,Midland,Odessa,San Angelo,San Antonio-New Braunfels,Sherman-Denison,Texarkana,Tyler,Victoria,waco,Wichita Falls
"    ""29-1051""",Pharmacists,125465,119348,124756,132172,129222,139041,128444,131153,118031,132937,123976,120688,147806,127521,136943,133538,138580,140027,131480,129052,132857,135921,122263,132181,140942,121808
"    ""29-1071""",Physician Assistants,112204,109716,112356,110820,100326,125511,102388,0,106567,97467,133187,117800,82391,116718,105402,124877,126202,115380,111679,92329,75871,103190,118147,110326,112190,109159
"    ""29-1081""",Podiatrists,157846,0,0,166337,0,0,0,0,120936,166721,203655,0,0,0,0,0,0,0,0,115882,0,0,0,0,0,0
"    ""29-1122""",Occupational Therapists,89412,99562,96770,87206,92379,80978,88685,99136,89862,88365,92595,91967,105243,89175,87745,101633,95714,82346,80424,75776,76870,94112,92680,105454,84696,87689
"    ""29-1123""",Physical Therapists,90866,99716,88254,86377,99101,97739,84522,88906,95879,96071,84338,85583,103020,88548,81614,105683,106674,77485,94178,85863,93338,0,92951,0,86804,88904
"    ""29-1124""",Radiation Therapists,93037,0,0,0,79924,0,0,92869,91254,0,91829,94081,0,0,0,0,0,0,0,99148,0,0,0,0,0,0
"    ""29-1125""",Recreational Therapists,42982,33523,60270,42431,36523,0,43734,36176,42632,47772,46427,41396,0,0,46981,29432,0,0,0,48437,36232,0,37718,0,58774,0
"    ""29-1126""",Respiratory Therapists,61490,55200,55145,60293,55423,61932,0,57706,65369,57633,62446,53038,0,57526,58070,61139,63155,0,59634,60563,0,0,0,63326,57453,0
"    ""29-1127""",Speech-Language Pathologists,75235,83958,81433,79189,93957,71103,103030,88661,69190,74714,74096,69656,90448,70685,68077,80200,75300,80015,79691,85587,57869,87338,74267,70374,72247,77981
"    ""29-1128""",Exercise Physiologists,50607,0,0,45055,0,0,0,0,49267,0,54253,53427,0,0,39256,0,0,0,0,53939,0,0,0,0,0,0
"    ""29-1129""","Therapists, All Other",64760,0,0,73453,0,0,0,0,62549,67331,79301,0,0,0,70869,0,0,0,0,72683,0,0,0,0,0,0
"    ""29-1131""",Veterinarians,122530,105493,80084,102705,144560,114954,73039,130996,114335,114702,169225,101737,99043,116579,140608,123158,102275,124869,100197,109380,171189,105004,98710,0,87022,0
"    ""29-1141""",Registered Nurses,76800,67731,69133,73282,70932,73806,70024,66533,77988,73100,84957,76997,75206,61381,72027,75940,68365,69158,62560,75112,68127,0,63725,75732,69350,68533
"    ""29-1151""",Nurse Anesthetists,180376,0,0,0,0,0,0,0,174539,0,185902,162954,0,0,0,0,0,0,0,0,0,173282,0,0,180896,0
"    ""29-1161""",Nurse Midwives,109511,0,0,0,0,0,0,0,101560,0,116752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1171""",Nurse Practitioners,116704,127759,104581,111576,96792,121049,113367,109537,116739,112765,125807,111954,126370,112244,102148,114371,123475,107898,115257,110559,109625,118661,96049,110463,119709,114420
"    ""29-1181""",Audiologists,90896,75938,0,83654,0,0,0,143970,94377,0,88694,92230,0,0,94420,0,0,0,0,92451,0,0,72098,0,0,0
"    ""29-1211""",Anesthesiologists,0,0,0,0,0,0,0,0,0,0,247529,0,0,0,0,0,0,0,0,235629,0,0,0,0,288827,0
"    ""29-1215""",Family Medicine Physicians,220392,237012,255247,233090,198816,0,0,0,210003,190485,220396,217545,257980,0,170438,227509,0,0,0,232712,0,278235,225498,0,238248,253816
"    ""29-1216""",General Internal Medicine Physicians,201559,237765,245219,0,0,97556,235226,278446,0,0,207039,0,212976,0,243454,273745,0,0,0,0,0,0,152636,0,211117,311255
"    ""29-1218""",Obstetricians and Gynecologists,194429,0,0,262473,0,0,0,287417,165421,0,210920,298807,0,0,0,0,261984,0,0,180519,0,0,0,0,0,0
"    ""29-1221""","Pediatricians, General",172950,0,0,186843,0,280194,0,0,214170,152475,151940,261888,0,0,0,162026,0,0,0,149726,0,0,0,0,0,0
"    ""29-1223""",Psychiatrists,195968,0,0,185990,0,183657,0,0,215045,225903,143840,236278,0,0,0,0,0,0,0,231220,0,0,0,0,0,0
"    ""29-1228""","Physicians, All Other; and Ophthalmologists, Except Pediatric",213951,285471,259451,222600,268004,226685,0,139706,205526,236614,202060,275294,285020,251889,262727,218791,289329,0,0,217441,88517,279878,237231,297959,235758,246474
"    ""29-1248""","Surgeons, Except Ophthalmologists",234683,0,0,257130,0,190234,333562,0,199988,0,227894,294472,275453,0,0,0,0,0,0,0,330692,0,267949,0,0,0
"    ""29-1292""",Dental Hygienists,77594,76420,71018,78924,68906,63941,70210,62215,83083,65132,77641,73619,81965,64457,72794,77975,75778,77883,69592,73359,82420,79139,69730,72691,74873,71491
"    ""29-1298""","Acupuncturists & Healthcare Diagnosing or Treating Practnrs, AO",79100,0,0,132753,0,0,0,0,73450,0,66994,0,0,0,0,0,0,0,0,83931,0,0,0,0,0,0
"    ""29-2010""",Clinical Laboratory Technologists and Technicians,52496,40926,45694,49820,50229,44276,52396,41803,55161,47513,55189,55833,46272,48773,49991,42983,52336,54611,51793,49973,49290,0,43809,50486,51487,48366
"    ""29-2031""",Cardiovascular Technologists and Technicians,57927,0,0,61638,59877,64883,0,58333,57110,64446,60959,43117,0,0,46924,54452,0,0,0,57439,55884,52444,0,63281,0,0
"    ""29-2032""",Diagnostic Medical Sonographers,72020,64323,69053,74649,62338,69931,0,66697,74598,71185,71355,69853,0,70696,71378,73429,71057,70542,81471,69302,70993,72061,64409,71744,75771,59197
"    ""29-2033""",Nuclear Medicine Technologists,78454,0,69910,77870,0,0,0,72197,82511,81359,79435,74184,0,0,89134,72592,0,0,0,0,0,0,0,0,0,0
"    ""29-2034""",Radiologic Technologists and Technicians,60680,64867,59505,57288,52529,62684,54235,73081,60569,57820,64181,60245,56574,60465,58713,56906,59764,60546,60282,60502,63373,0,55806,58004,60826,53148
"    ""29-2035""",Magnetic Resonance Imaging Technologists,74425,72266,0,75602,57281,70669,77413,74373,75783,69060,75807,70210,0,71105,75040,66668,0,0,84336,72384,0,0,70334,0,0,0
"    ""29-2040""",Emergency Medical Technicians and Paramedics,37550,34368,36427,51197,35312,31966,43410,45105,36783,30631,37146,36768,35102,30449,39165,34493,44599,41792,0,38805,34644,29981,32500,41402,0,32086
"    ""29-2051""",Dietetic Technicians,30836,24988,28375,33669,26766,0,0,0,29125,28838,35276,0,0,0,31307,0,0,0,0,31920,0,0,0,0,24416,21329
"    ""29-2052""",Pharmacy Technicians,37005,35333,37534,37319,32478,35551,36396,35229,37421,35522,37324,38126,33979,33641,35225,35105,38362,38821,35338,38603,34602,31929,33242,35737,38714,34040
"    ""29-2053""",Psychiatric Technicians,34638,0,29609,33586,0,0,0,0,34797,26422,36430,32592,0,0,0,0,0,0,29403,36694,0,0,0,0,0,0
"    ""29-2055""",Surgical Technologists,49855,41631,46104,51620,48125,50388,44984,47642,52141,46577,54237,44464,37516,51247,46578,49904,48415,50103,0,42776,49737,45337,44781,0,41928,0
"    ""29-2056""",Veterinary Technologists and Technicians,33630,31323,29014,30776,31887,31640,36320,29130,36383,30138,34400,27849,0,30430,31734,31900,31552,31046,25189,36107,31271,25256,29748,32042,29172,0
"    ""29-2057""",Ophthalmic Medical Technicians,34392,32765,33013,34009,28877,33024,35215,33155,34880,34448,35648,36066,0,31661,32276,29358,0,0,32575,35411,0,33753,38216,30517,35077,29175
"    ""29-2061""",Licensed Practical and Licensed Vocational Nurses,48382,44112,45274,49565,43697,45122,48600,47635,52232,49271,48960,47342,47478,46375,48430,49803,52070,46813,44440,47094,49425,40087,47716,39228,47543,39182
"    ""29-2081""","Opticians, Dispensing",36018,30378,35673,38238,31582,26653,41772,28423,37857,30315,36970,29651,28811,30421,33072,34181,37773,36587,32200,33349,33126,33450,31561,29511,29618,37942
"    ""29-2091""",Orthotists and Prosthetists,66880,0,0,63960,0,0,0,0,65988,0,65377,0,0,0,0,0,0,0,0,64875,0,0,0,0,0,0
"    ""29-2092""",Hearing Aid Specialists,53963,0,0,43235,0,0,0,0,59288,0,46946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-2098""","Medical Dosimetrists, Medical Recrds Specs, & Health Technols & Techs, AO",44100,40269,41358,39536,38512,38293,44751,36591,46320,40261,47685,46380,37070,42798,39880,39047,41011,40380,38036,44459,34415,36959,45344,43586,43594,41746
"    ""29-9091""",Athletic Trainers,57948,47999,67488,51360,57116,55243,62632,58843,58653,0,67285,51930,56141,54305,43029,56068,0,0,0,56441,0,0,0,0,53593,0
"    ""29-9092""",Genetic Counselors,89897,0,0,0,0,0,0,0,83634,0,77442,0,0,0,0,0,0,0,0,94169,0,0,0,0,0,0
"    ""29-9098""","Health Info Technols, Med Regs, Surg Assts&Health Practners&Tech Wkrs, AO",61591,45475,74241,42676,71623,64161,46169,0,71227,56431,61659,49940,83983,43348,48938,56893,44716,0,0,0,58742,47422,62621,46884,50700,47107
"    ""31-0000""",Healthcare Support Occupations,27370,25225,28628,31614,24134,23229,27938,24890,30500,22797,27820,28941,23396,27077,26503,23357,31248,28511,27007,27712,27374,26129,27365,26479,27161,26178
"    ""31-1120""",Home Health and Personal Care Aides,21745,20251,21563,23014,19384,22062,21955,21358,22221,18794,21119,20807,21012,22919,20786,22282,23036,0,19969,22697,25490,21293,23895,22798,22248,22805
"    ""31-1131""",Nursing Assistants,29052,25729,29354,30559,28026,28138,26864,28766,30965,27110,29356,28916,25566,25854,28842,25828,32238,29546,28767,29048,28198,25792,25802,26105,28770,25538
"    ""31-1132""",Orderlies,27136,0,0,27551,0,0,25326,25236,27506,0,28216,0,0,0,23114,27403,0,26512,0,28292,0,0,0,0,0,0
"    ""31-1133""",Psychiatric Aides,27943,0,0,30197,0,0,0,0,27831,25751,28066,0,0,0,0,0,0,0,0,28982,0,0,23036,0,0,0
"    ""31-2011""",Occupational Therapy Assistants,69419,0,64243,73293,0,69991,61425,69860,0,54557,78780,65239,61413,66649,70463,86854,0,0,57814,57033,0,54457,67322,0,65283,0
"    ""31-2012""",Occupational Therapy Aides,30229,0,0,0,0,0,0,0,31248,23813,0,0,0,0,0,21599,0,0,0,0,0,0,0,0,0,0
"    ""31-2021""",Physical Therapist Assistants,69905,65227,64068,69794,70081,60229,63881,64548,0,59808,81508,66480,73607,71356,58831,75539,71967,70479,0,68153,59304,71361,69591,74821,68520,68668
"    ""31-2022""",Physical Therapist Aides,27593,26980,22524,27694,27206,25184,23168,28247,27562,25668,30537,40672,24333,27163,24350,21315,27680,23455,28740,26963,26794,28643,35950,0,26675,23082
"    ""31-9011""",Massage Therapists,42352,0,47117,46526,0,0,66262,48696,45039,39782,39092,36357,0,0,37676,0,0,0,0,40299,0,0,0,42536,52521,38866
"    ""31-9091""",Dental Assistants,39683,36813,33836,41198,35152,35186,37610,35314,43105,34350,38174,41605,37108,35387,38004,35457,37733,36655,32964,38829,37841,37276,38857,38747,36162,41208
"    ""31-9092""",Medical Assistants,33703,31826,31288,36054,31243,29275,31315,30154,35295,26452,36245,33262,25787,31827,30529,27359,35764,39236,32164,31876,33650,31606,31651,30539,32478,28686
"    ""31-9093""",Medical Equipment Preparers,36250,30363,31741,34997,32773,36674,36892,0,37089,35883,38190,39023,0,34105,35672,32522,35597,0,0,34869,31842,0,29888,0,31299,31439
"    ""31-9094""",Medical Transcriptionists,36196,36469,0,0,40696,27932,31892,0,42178,33096,43247,31414,0,0,41504,37771,48266,38198,0,25417,0,0,28002,0,39729,35245
"    ""31-9095""",Pharmacy Aides,27984,0,25910,24246,20299,0,0,22889,27771,24343,32124,29061,23521,0,24473,24621,0,0,0,26832,0,24583,23735,0,0,21013
"    ""31-9096""",Veterinary Assistants and Laboratory Animal Caretakers,26965,0,27338,28032,0,0,26486,23566,27606,27173,27364,22700,0,27479,25659,0,24683,0,0,25613,29580,25133,20462,0,0,0
"    ""31-9097""",Phlebotomists,34904,34589,34546,37945,34447,27545,35822,34918,36543,32285,36485,31044,36238,30204,31888,29786,33690,0,0,34220,0,28769,29768,0,33948,29890
"    ""31-9099""","Healthcare Support Workers, All Other",43799,27425,36170,48043,32076,33277,27633,47057,44751,46329,45513,46959,53030,40392,40258,37955,32071,0,46570,50040,42805,44841,38797,0,45069,28732
"    ""33-0000""",Protective Service Occupations,48658,47362,51237,52998,49194,47596,48204,46188,49869,50358,46396,44489,57300,43110,50926,49994,56458,0,52574,48325,44634,44442,49497,51855,51734,46027
"    ""33-1011""",First-Line Supervisors of Correctional Officers,55700,50541,0,73834,0,68486,61220,54955,68291,0,56461,51027,0,0,0,0,0,0,59715,63719,0,52785,0,0,54674,0
"    ""33-1012""",First-Line Supervisors of Police and Detectives,92623,84942,90232,97441,91695,89810,83386,100373,98749,130547,100634,74712,111542,71004,93612,84223,104545,85430,103952,95644,70424,71928,96895,77413,89623,56513
"    ""33-1021""",First-Line Supervisors of Firefighting and Prevention Workers,79165,0,92363,83496,78619,63656,0,71135,93352,68976,78171,80594,0,73381,74267,56833,0,0,0,0,54844,71355,0,0,78342,82073
"    ""33-1090""","Miscellaneous First-Line Supervisors, Protective Service Workers",51899,0,56583,50180,60888,41274,60196,54547,55514,48745,46746,56865,44254,43834,62608,46702,49204,0,56579,49617,0,57227,51076,0,40881,58875
"    ""33-2011""",Firefighters,56606,0,67119,68023,58502,45602,0,47382,63358,49150,54144,48212,54925,60067,0,35183,0,0,55301,52204,0,51599,58438,0,69554,47151
"    ""33-2021""",Fire Inspectors and Investigators,69192,0,0,58865,0,0,0,0,71698,49342,73975,0,0,0,0,57403,0,0,0,77248,0,0,0,0,0,0
"    ""33-2022""",Forest Fire Inspectors and Prevention Specialists,63419,0,0,0,0,0,0,0,67339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""33-3011""",Bailiffs,53667,0,0,52696,0,0,46021,0,58682,0,58474,0,0,0,0,0,0,0,55223,45373,0,0,0,0,0,0
"    ""33-3012""",Correctional Officers and Jailers,44228,41241,42466,47822,0,38234,46562,36143,51423,0,45578,41482,44295,32623,43194,0,0,0,0,44772,0,41558,0,0,44737,40909
"    ""33-3021""",Detectives and Criminal Investigators,81922,57946,68744,76533,64056,88052,49772,81185,91634,88519,95884,55572,83937,46485,68711,0,85881,66587,86180,77451,91687,62865,74369,60006,77181,59625
"    ""33-3031""",Fish and Game Wardens,64591,0,0,0,0,0,0,62359,68393,0,68723,0,0,0,0,0,0,0,0,67425,0,0,0,0,0,0
"    ""33-3041""",Parking Enforcement Workers,32943,0,0,37221,0,0,0,0,42103,25790,32520,0,0,0,0,0,0,0,0,30676,0,0,0,0,0,0
"    ""33-3051""",Police and Sheriff's Patrol Officers,65636,63217,69441,76773,66348,53019,65521,58474,73296,63692,67704,58601,68155,58176,61281,53428,66597,61002,60487,61557,57971,48717,63914,56750,62057,59906
"    ""33-3052""",Transit and Railroad Police,65818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""33-9011""",Animal Control Workers,37968,0,36197,39560,40563,29508,41229,35312,40785,0,42055,33614,0,0,38680,29417,0,0,0,39844,0,0,39111,0,36506,29004
"    ""33-9021""",Private Detectives and Investigators,67425,0,0,60605,0,34075,0,0,0,42077,50811,0,0,0,0,48871,0,0,0,65070,0,0,0,0,56293,0
"    ""33-9032""",Security Guards,31727,30314,34486,33538,27951,24529,27018,30759,33199,26727,30579,32432,23162,29067,31211,26929,36491,34610,31373,34013,25930,29181,33759,35996,42028,32954
"    ""33-9091""",Crossing Guards and Flaggers,25032,0,0,23918,30164,21757,0,24150,25662,21020,25425,20209,0,0,20346,26136,0,0,0,28840,0,22693,24416,0,24102,0
"    ""33-9092""","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",23179,0,20654,25204,25378,21612,0,20390,24237,23071,22546,20485,23523,0,22766,19143,24751,0,19944,22915,0,0,20196,0,0,0
"    ""33-9093""",Transportation Security Screeners,44505,42137,41974,44814,0,41754,38865,40967,43586,0,47447,41629,43653,0,42371,42918,48646,0,41156,41371,0,38925,0,0,41072,0
"    ""33-9098""","School Bus Monitors and Protective Service Workers, All Other",28011,0,27926,28444,34268,22961,0,0,28773,27356,26521,25629,23169,26758,35057,0,0,27801,27843,29438,32136,27293,24552,24588,37682,0
"    ""35-0000""",Food Preparation and Serving Related Occupations,23982,23012,23410,26368,22433,21020,23085,23225,24158,21861,24185,22758,21543,22041,22796,22659,24599,24503,21806,24858,23050,23215,24021,21958,23214,22507
"    ""35-1011""",Chefs and Head Cooks,57262,35468,43308,62165,65169,66042,58919,41543,58497,52451,57494,58594,36939,0,54960,45447,60901,64253,53586,57637,0,62976,49147,0,41075,0
"    ""35-1012""",First-Line Supervisors of Food Preparation and Serving Workers,36310,32048,36126,41973,30390,29093,33214,34699,36798,29683,36327,32812,30985,31951,33576,32567,42457,37266,28786,38862,35734,33557,35087,29026,38776,36348
"    ""35-2011""","Cooks, Fast Food",21919,19730,0,22791,19446,19323,0,23850,21580,22210,22551,22194,22189,20867,21750,21629,22951,22230,19407,22941,0,20944,20584,18373,20918,20694
"    ""35-2012""","Cooks, Institution and Cafeteria",26420,25357,25939,29300,23582,23344,28545,25033,27711,28324,25918,24709,23633,22392,26214,23884,31146,25902,22326,29513,24559,24551,25199,25734,24600,24810
"    ""35-2014""","Cooks, Restaurant",25716,25316,26411,27345,25850,20589,23381,24796,27029,23485,25012,23658,21003,23390,26684,23749,27258,27297,25015,25637,26228,23667,27294,24125,23579,24246
"    ""35-2015""","Cooks, Short Order",22488,18899,24299,28508,19941,21029,26864,22144,22240,18940,21827,20522,18664,21699,24310,20985,0,0,22066,22979,24499,0,25252,0,0,21172
"    ""35-2019""","Cooks, All Other",23718,0,0,0,24022,19868,0,22472,29035,20185,22054,0,0,0,0,25195,0,0,0,32610,0,0,18767,0,0,0
"    ""35-2021""",Food Preparation Workers,24739,24709,23586,27073,24069,23879,25101,27539,25288,19813,23948,26060,25455,20897,23129,25770,28431,25723,29841,27661,21571,22205,21014,22274,24882,0
"    ""35-3011""",Bartenders,24186,22786,20199,27045,23524,20614,20957,21480,22389,23546,24767,22626,23211,27640,21037,21877,25580,21783,19891,25312,23399,23302,30045,24649,22515,20513
"    ""35-3023""",Fast Food and Counter Workers,21904,21590,21364,23579,19467,19696,20983,21504,22844,19563,21676,19964,19441,20651,20310,21723,23420,24115,21068,22897,20807,21443,20870,19331,21642,20654
"    ""35-3031""",Waiters and Waitresses,21372,22000,18878,23740,21698,17982,20666,20376,19760,20654,23785,20739,22324,20187,19023,18605,19311,18881,18633,20844,21080,21965,22561,22365,19478,19884
"    ""35-3041""","Food Servers, Nonrestaurant",23745,23287,24913,23613,18965,23877,23025,22717,25516,24481,24131,22403,21063,19480,21360,19217,28313,20322,19888,24435,20407,20492,22180,0,19941,20205
"    ""35-9011""",Dining Room and Cafeteria Attendants and Bartender Helpers,21422,22765,19357,23237,19929,18643,21304,21025,21445,19488,21530,21182,18681,0,21159,18239,20797,22028,18909,21287,22728,21563,20222,20138,21257,19688
"    ""35-9021""",Dishwashers,21953,21070,21573,24098,21882,19307,22021,21954,22307,19420,21730,20591,18754,20744,22280,18898,24014,24619,20208,22555,22026,22297,21752,20825,23039,23999
"    ""35-9031""","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",21741,20327,23090,23202,0,19390,24132,20797,21571,20131,22132,22310,18546,19918,21672,19477,21070,21115,20915,21382,20281,21253,19789,20514,20664,20896
"    ""35-9099""","Food Preparation and Serving Related Workers, All Other",24225,32498,0,27813,0,0,0,22669,20892,30507,28485,0,0,23371,25024,0,0,35110,0,25425,0,0,0,0,0,0
"    ""37-0000""",Building and Grounds Cleaning and Maintenance Occupations,28645,26689,29198,30826,26837,24076,29167,26091,31570,23226,28134,27661,23807,25414,25673,25166,29417,30186,24586,27591,28041,25857,26924,25783,26968,26630
"    ""37-1011""",First-Line Supervisors of Housekeeping and Janitorial Workers,41685,39926,43177,45212,28694,40471,48534,40232,47342,36033,39521,41425,31610,36062,40362,37955,37482,53182,37234,40108,33836,35876,40217,31757,44045,45594
"    ""37-1012""","Supervisors of Landscaping, Lawn Service & Groundskeeping Workers",52469,46652,53579,51504,50883,40656,46194,46160,58415,40193,53019,46977,47600,44277,47407,40937,54318,45197,44885,51136,50233,42771,46535,43679,44384,51062
"    ""37-2011""","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",27089,26473,30457,30149,27573,23896,27731,25720,29631,22809,26034,26698,22827,24022,23977,24438,26459,30839,23590,26545,28594,25537,25369,24301,25373,24676
"    ""37-2012""",Maids and Housekeeping Cleaners,23582,22903,21407,23425,21355,21361,24875,21110,25070,20271,23792,23436,20652,21019,22492,20175,26970,24067,21010,24615,24489,21385,20668,22066,21966,21175
"    ""37-2019""","Building Cleaning Workers, All Other",32431,0,0,0,0,0,0,0,0,0,32794,0,0,0,0,0,0,0,0,21735,0,0,0,0,0,0
"    ""37-2021""",Pest Control Workers,40188,34096,0,39012,38062,28833,35891,39544,47269,31275,39174,37951,0,30947,40811,30896,39591,0,0,33889,29731,38065,35701,0,45432,33660
"    ""37-3011""",Landscaping and Groundskeeping Workers,31275,26373,27720,32537,27028,22784,30439,28939,34291,23326,30563,30399,27421,28205,26474,25186,34683,34288,25732,29868,28330,28904,28980,26441,28747,30715
"    ""37-3012""","Pesticide Handlers, Sprayers, and Applicators, Vegetation",36387,0,0,45179,0,0,0,37016,46740,34699,38938,0,0,0,24669,0,0,0,0,37537,0,0,0,0,42522,0
"    ""37-3013""",Tree Trimmers and Pruners,38019,0,0,38893,0,0,0,0,37260,0,38090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""37-3019""","Grounds Maintenance Workers, All Other",34322,0,0,49973,0,0,0,0,42468,42588,40997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-0000""",Personal Care and Service Occupations,29030,27018,26509,32416,27020,25211,26518,26377,30322,25893,29255,28049,25176,26670,29274,26128,27834,27645,24950,27958,25916,25916,27777,25724,27928,24837
"    ""39-1013""",First-Line Supervisors of Gambling Services Workers,53985,0,0,0,0,0,0,0,61229,0,0,0,0,0,0,0,0,0,0,60476,0,0,0,0,0,0
"    ""39-1098""","Suprs of Personal Svc & Entertainment & Rec Wkrs, Ex Gambling Svcs",43765,35972,40865,46556,38817,36779,49059,48100,46987,38551,44340,30392,39373,36924,36666,35641,39638,43870,44546,42930,41461,38028,49997,36194,41974,36027
"    ""39-2011""",Animal Trainers,32566,0,0,28865,0,0,0,28945,32603,29034,32351,0,0,0,0,0,0,0,0,25639,0,0,0,0,0,0
"    ""39-2021""",Animal Caretakers,25684,24236,24112,27777,23623,24486,22447,25144,25708,24654,24337,24140,23943,22444,30372,33295,26148,34024,24619,27641,22606,0,23905,24935,24100,20689
"    ""39-3011""",Gambling Dealers,26142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-3012""",Gambling and Sports Book Writers and Runners,28694,0,0,27272,0,19650,0,0,41736,0,0,19352,0,0,0,0,0,0,0,23846,0,0,0,0,0,0
"    ""39-3019""","Gambling Service Workers, All Other",31583,0,0,0,0,0,30461,0,29675,0,0,61121,0,0,20741,22430,0,0,0,0,0,0,0,0,50875,0
"    ""39-3021""",Motion Picture Projectionists,35143,0,0,40425,0,0,0,0,0,0,38364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-3031""","Ushers, Lobby Attendants, and Ticket Takers",25418,0,25719,30489,23572,0,27714,21599,25083,26170,24902,22400,23066,0,20742,24689,25351,31652,30311,27381,0,0,0,0,0,0
"    ""39-3091""",Amusement and Recreation Attendants,22128,22024,0,21714,20647,20002,24681,21893,23111,21295,21943,21514,0,21259,19083,19874,22491,22513,20264,21907,23218,22316,21129,20529,22524,21807
"    ""39-3092""",Costume Attendants,35715,0,0,0,0,0,0,0,37230,0,40950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-3093""","Locker Room, Coatroom, and Dressing Room Attendants",29536,0,0,39012,0,0,0,0,28968,0,29153,0,0,0,0,0,0,0,0,27408,0,0,0,0,0,0
"    ""39-3099""","Entertainment Attendants and Related Workers, All Other",36054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-4011""",Embalmers,42730,0,0,0,0,0,0,0,34977,0,46703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-4021""",Funeral Attendants,26898,0,0,0,24775,28178,27870,0,0,0,0,27951,0,28380,0,0,0,0,0,0,0,0,0,22838,0,21877
"    ""39-4031""","Morticians, Undertakers, and Funeral Arrangers",54414,57887,62448,0,0,0,0,0,52693,0,0,56102,0,57722,0,0,0,0,0,45521,0,0,0,0,48387,0
"    ""39-5011""",Barbers,37205,0,0,0,0,0,0,0,31655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-5012""","Hairdressers, Hairstylists, and Cosmetologists",26400,29614,25016,33117,25611,23303,28759,27490,26637,24031,24642,25904,21657,25966,26355,24502,26437,21216,18367,26810,39524,25748,23702,22380,23406,26916
"    ""39-5091""","Makeup Artists, Theatrical and Performance",69546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-5092""",Manicurists and Pedicurists,29744,0,0,30755,0,0,0,26532,34757,0,24836,34120,0,0,0,0,0,0,0,25540,0,0,0,0,0,0
"    ""39-5093""",Shampooers,23064,0,0,0,0,0,0,0,0,0,22833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""39-5094""",Skincare Specialists,42575,0,0,42145,0,0,0,0,37101,35934,48952,65025,40626,27890,0,42161,27648,0,0,36439,0,0,0,0,0,0
"    ""39-6011""",Baggage Porters and Bellhops,24746,0,0,23314,0,0,0,0,26519,25530,23650,0,0,0,0,18907,0,0,0,24599,0,0,0,0,0,0
"    ""39-6012""",Concierges,33138,0,0,35586,0,0,0,0,35600,0,29336,0,0,0,0,0,0,0,0,32984,0,0,25068,0,0,0
"    ""39-7010""",Tour and Travel Guides,29853,0,0,32988,0,0,0,27753,26583,29931,30898,0,0,0,0,0,0,0,0,34650,0,0,0,0,32977,0
"    ""39-9011""",Childcare Workers,23368,21079,21567,25878,21340,21478,20374,20710,24906,18948,23365,21231,19303,20640,23156,21830,24520,25990,19761,23075,19504,21306,23118,19998,22117,20579
"    ""39-9031""",Exercise Trainers and Group Fitness Instructors,43195,32319,36439,43222,34118,33394,26833,43067,47296,28997,47039,40271,30297,45476,33240,40712,34358,33329,23920,36869,27398,0,29100,36643,36909,29263
"    ""39-9032""",Recreation Workers,26585,24637,23951,30443,33556,26305,23972,22003,26708,25836,28125,23771,28051,27419,25296,21918,31994,27227,23422,24184,23897,24855,26868,30926,38374,23408
"    ""39-9041""",Residential Advisors,30111,32944,21363,32207,29450,33060,25779,23628,32744,26442,30698,0,0,41438,30564,29939,0,25921,0,29111,0,31866,28436,0,0,0
"    ""39-9098""","Crematory Operators and Personal Care and Service Workers, All Other",28763,0,0,23070,34834,0,0,28890,31274,25307,31867,0,0,0,0,26691,0,0,0,25789,0,0,0,0,0,0
"    ""41-0000""",Sales and Related Occupations,43279,33627,36712,48120,43200,29899,34733,35891,46467,32793,46355,36443,31124,38281,38306,33199,48219,48851,34868,40149,36908,33159,36468,34528,35635,34079
